cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene	inCoding
1583	chrII	625621	625783	+	625762	195.24406	20.797061	625676	625767	92	YBR202W	NA
1591	chrII	628335	628336	+	628335	1.55202	1.241616	628335	628336	2	YBR203W	NA
1592	chrII	628768	628787	+	628772	5.897674	4.966462	628772	628775	4	YBR203W	NA
1593	chrII	628848	629223	+	628973	123.230357	10.243329	628956	629167	212	YBR203W	NA
1603	chrII	633538	633630	+	633575	1201.883911	435.807077	633575	633614	40	YBR205W	NA
1606	chrII	634164	634384	+	634253	10.243332	1.55202	634188	634344	157	YBR206W	YBR205W
1607	chrII	634578	634610	+	634599	31.350795	13.657772	634598	634600	3	YBR206W	YBR205W
1608	chrII	635009	635155	+	635094	279.363519	70.772089	635057	635119	63	YBR207W	NA
1623	chrII	645304	645555	+	645516	1159.668977	390.798511	645512	645546	35	YBR210W	NA
1627	chrII	647413	647550	+	647480	724.793115	267.257758	647438	647540	103	YBR212W	NA
1628	chrII	647583	647895	+	647769	68.288863	15.520195	647632	647772	141	YBR212W	NA
1639	chrII	650237	650300	+	650298	133.784083	72.013705	650287	650300	14	YBR213W	NA
1642	chrII	651271	651359	+	651336	1192.882193	553.139751	651336	651354	19	YBR214W	NA
1649	chrII	653246	653398	+	653315	114.22864	31.04039	653279	653345	67	YBR215W	NA
1657	chrII	657723	657838	+	657785	254.531202	86.292284	657768	657818	51	YBR217W	NA
1668	chrII	670415	670526	+	670492	333.994601	128.507215	670467	670496	30	YBR225W	YBR224W
1681	chrII	674952	675010	+	674994	25.453119	15.520195	674978	674994	17	YBR228W	NA
1682	chrII	675300	675386	+	675313	109.262174	28.867563	675313	675375	63	YBR228W	YBR228W
1686	chrII	679409	679502	+	679430	10.243331	4.035251	679430	679475	46	YBR230W-A	NA
1687	chrII	679572	679626	+	679594	4.345656	1.241616	679572	679618	47	YBR230W-A	NA
1688	chrII	680176	680455	+	680302	557.485416	75.738552	680298	680401	104	YBR230W-A	NA
1690	chrII	683253	683439	+	683357	81.015423	12.416156	683298	683383	86	YBR233W	NA
1698	chrII	684533	684606	+	684552	6.828887	2.793635	684541	684571	31	YBR233W-A	YBR233W
1699	chrII	684864	684994	+	684947	672.645259	152.097911	684933	684958	26	YBR233W-A	NA
1701	chrII	686796	686858	+	686820	744.658962	281.846742	686817	686849	33	YBR235W	NA
1714	chrII	691869	691986	+	691925	342.065104	152.718719	691913	691946	34	YBR237W	NA
1737	chrII	703947	703994	+	703952	3.724848	0.931212	703952	703979	28	YBR242W	NA
1738	chrII	704031	704085	+	704069	4.035252	1.241616	704044	704085	42	YBR242W	NA
1739	chrII	704448	704578	+	704516	421.528501	97.466825	704494	704537	44	YBR242W	NA
1742	chrII	706924	706972	+	706924	2.793636	0.620808	706924	706972	49	YBR244W	NA
1744	chrII	707282	707393	+	707321	46.250184	11.17454	707302	707367	66	YBR244W	NA
1745	chrII	707426	707520	+	707492	1916.433684	762.972788	707475	707504	30	YBR244W	NA
1748	chrII	711411	711414	+	711414	1.862424	1.55202	711411	711414	4	YBR246W	NA
1749	chrII	711492	711593	+	711556	203.624959	82.877841	711538	711579	42	YBR246W	NA
1759	chrII	718381	718472	+	718405	9.001715	4.345655	718381	718438	58	YBR250W	NA
1760	chrII	718635	718675	+	718638	2.483232	0.931212	718635	718675	41	YBR250W	NA
1761	chrII	718899	718950	+	718928	1.55202	0.620808	718899	718950	52	YBR250W	NA
1765	chrII	720887	720981	+	720928	5.587272	0.931212	720899	720981	83	YBR251W	NA
1766	chrII	721287	721358	+	721331	605.90842	166.997299	721322	721354	33	YBR251W	NA
1769	chrII	722559	722609	+	722593	2161.96317	959.148053	722580	722593	14	YBR252W	NA
1771	chrII	723165	723242	+	723209	1090.448907	488.57574	723209	723235	27	YBR253W	NA
1772	chrII	724364	724471	+	724423	332.752985	101.502076	724420	724435	16	YBR255W	NA
1785	chrII	728332	728444	+	728353	13.968177	4.035251	728353	728416	64	YBR257W	NA
1786	chrII	728794	728902	+	728854	146.510645	48.112605	728831	728882	52	YBR257W	NA
1789	chrII	730282	730358	+	730341	100.881269	29.177967	730323	730345	23	YBR259W	NA
1798	chrII	736157	736260	+	736224	1550.157085	861.370824	736206	736240	35	YBR263W	NA
1805	chrII	738459	738604	+	738546	234.665356	68.599262	738530	738559	30	YBR265W	NA
1810	chrII	739309	739417	+	739384	6.20808	1.241616	739336	739417	82	YBR267W	YBR265W
1811	chrII	739739	739911	+	739829	124.471969	29.488371	739796	739843	48	YBR267W	NA
1816	chrII	741225	741307	+	741269	558.416621	156.75397	741269	741298	30	YBR268W	NA
1822	chrII	744557	744635	+	744594	8.070503	2.793635	744561	744616	56	YBR271W	NA
1823	chrII	744769	744852	+	744826	77.290574	44.077354	744817	744837	21	YBR271W	NA
1831	chrII	749161	749186	+	749186	1.241616	0.931212	749161	749186	26	YBR274W	NA
1832	chrII	749515	749611	+	749544	102.122887	30.419582	749538	749575	38	YBR274W	NA
1838	chrII	760221	760703	+	760269	549.10451	194.002438	760252	760354	103	YBR278W	NA
1839	chrII	761144	761256	+	761229	908.552221	261.04968	761210	761232	23	YBR279W	NA
1847	chrII	767403	767441	+	767403	2.483232	0.931212	767403	767441	39	YBR282W	NA
1848	chrII	767813	767957	+	767886	23.590701	6.828886	767839	767886	48	YBR282W	NA
1849	chrII	768166	768226	+	768195	925.934838	253.599987	768193	768220	28	YBR282W	NA
1856	chrII	770835	770896	+	770869	54.941493	22.038677	770864	770883	20	YBR284W	NA
1867	chrII	773739	773846	+	773846	130.059238	41.594123	773787	773846	60	YBR285W	NA
1869	chrII	774610	774696	+	774687	917.864337	336.167424	774667	774693	27	YBR286W	NA
1874	chrII	776468	776546	+	776538	3441.758454	1764.646175	776503	776546	44	YBR287W	NA
1880	chrII	779611	779681	+	779630	179.723862	48.423009	779630	779655	26	YBR289W	NA
1892	chrII	782164	782171	+	782166	5.897675	4.345655	782164	782169	6	YBR290W	YBR289W
1893	chrII	782537	782601	+	782584	2136.199649	962.252092	782558	782584	27	YBR290W	NA
1904	chrII	785891	786019	+	786009	47.802206	25.763524	785941	786009	69	YBR293W	NA
1906	chrII	786371	786426	+	786401	4.035252	1.241616	786374	786401	28	YBR293W	NA
1907	chrII	786602	786637	+	786602	2.172828	0.620808	786602	786637	36	YBR293W	NA
1924	chrII	792342	792488	+	792377	45.318973	10.864137	792363	792437	75	YBR295W	NA
1926	chrII	792738	792851	+	792798	156.753977	35.386045	792787	792833	47	YBR295W	NA
1944	chrII	799820	799868	+	799834	6.518484	1.55202	799834	799868	35	YBR297W	NA
1945	chrII	800125	800157	+	800125	1.55202	0.620808	800125	800157	33	YBR297W	NA
1947	chrII	800448	800747	+	800473	206.729006	32.902813	800464	800575	112	YBR297W	NA
1952	chrII	805126	805182	+	805141	7.7601	1.55202	805126	805172	47	YBR299W	NA
1953	chrII	805315	805341	+	805330	22.659487	7.449694	805323	805334	12	YBR299W	NA
1963	chrI	9038	9057	-	9038	2.483232	0.931212	9038	9057	20	YAL067C	NA
1964	chrI	9183	9241	-	9183	4.966463	1.862423	9183	9221	39	YAL067C	NA
1965	chrI	9407	9459	-	9407	2.483232	0.620808	9407	9459	53	YAL067C	NA
1976	chrI	23186	23242	-	23233	4.65606	1.55202	23211	23239	29	YAL063C-A	NA
1977	chrI	23604	23645	-	23639	6.518483	2.172827	23604	23639	36	YAL063C-A	NA
1982	chrI	28438	28576	-	28471	10.553734	2.793635	28459	28538	80	YAL063C	NA
2005	chrI	37252	37286	-	37252	3.414444	1.241616	37252	37286	35	YAL059C-A	NA
2015	chrI	45055	45104	-	45063	218.213945	81.636226	45059	45073	15	YAL054C	NA
2018	chrI	45624	45708	-	45672	16.141005	4.656059	45655	45708	54	YAL054C	NA
2025	chrI	52616	52710	-	52651	384.280031	77.290571	52617	52669	53	YAL049C	NA
2034	chrI	54741	54837	-	54790	54.320687	21.728273	54766	54804	39	YAL048C	NA
2035	chrI	55241	55282	-	55241	1.55202	0.620808	55241	55282	42	YAL048C	YAL022C
2040	chrI	56833	56906	-	56886	129.128027	43.456546	56861	56886	26	YAL047C	NA
2041	chrI	57189	57268	-	57195	2.793636	0.620808	57189	57268	80	YAL047C	YAL023C
2043	chrI	57999	58093	-	58085	3.10404	0.620808	58001	58085	85	YAL045C	YAL025C
2045	chrI	58463	58524	-	58476	2436.670621	838.71134	58466	58476	11	YAL044C	NA
2054	chrI	61008	61101	-	61058	45.008569	7.449694	61053	61093	41	YAL043C	NA
2055	chrI	61329	61341	-	61329	1.241616	0.310404	61329	61341	13	YAL043C	YAL026C-A
2056	chrI	62500	62571	-	62529	16.451408	5.58727	62517	62543	27	YAL042C-A	NA
2066	chrI	67786	67949	-	67844	848.954675	320.026422	67833	67850	18	YAL040C	NA
2067	chrI	68033	68120	-	68071	9.312119	1.862423	68038	68109	72	YAL040C	NA
2068	chrI	68168	68219	-	68206	14.588985	7.449694	68173	68215	43	YAL040C	NA
2075	chrI	69548	69659	-	69581	693.442321	93.12117	69564	69605	42	YAL039C	NA
2076	chrI	69998	70120	-	69998	4.035252	0.931212	69998	70095	98	YAL039C	NA
2078	chrI	70203	70329	-	70291	7.449696	1.55202	70229	70304	76	YAL039C	NA
2079	chrI	70488	70508	-	70506	1.241616	0.620808	70488	70508	21	YAL039C	NA
2084	chrI	74222	74239	-	74222	1.241616	0.310404	74222	74239	18	YAL037C-A	NA
2092	chrI	76174	76229	-	76184	699.339989	299.539764	76180	76199	20	YAL036C	NA
2099	chrI	81947	82022	-	81982	443.56718	119.505502	81974	81997	24	YAL034C	NA
2100	chrI	82263	82297	-	82289	3.10404	0.931212	82279	82297	19	YAL034C	NA
2101	chrI	82443	82483	-	82448	2.793636	0.931212	82443	82483	41	YAL034C	NA
2102	chrI	82522	82631	-	82562	47.802205	10.553733	82553	82596	44	YAL034C	NA
2103	chrI	82907	82922	-	82918	2.172828	0.931212	82907	82922	16	YAL034C	NA
2108	chrI	84465	84555	-	84494	93.431576	29.798774	84482	84507	26	YAL032C	NA
2118	chrI	87060	87114	-	87078	436.738292	302.643803	87060	87078	19	YAL031C	NA
2119	chrI	87713	87731	-	87722	1.241616	0.620808	87713	87731	19	YAL031C	NA
2138	chrI	92093	92598	-	92522	1144.769602	202.383343	92390	92547	158	YAL029C	NA
2142	chrI	95722	95977	-	95852	54.320688	6.518482	95773	95877	105	YAL026C-A	YAL043C
2143	chrI	96085	96127	-	96113	6.518483	2.793635	96090	96117	28	YAL026C-A	YAL043C
2144	chrI	96183	96348	-	96294	11.484946	5.58727	96226	96342	117	YAL026C-A	YAL043C
2163	chrI	99764	99811	-	99783	1072.755884	779.424195	99775	99783	9	YAL026C	NA
2165	chrI	101151	101248	-	101168	699.029587	359.137313	101161	101170	10	YAL025C	NA
2184	chrI	105931	106009	-	105962	162.651646	43.76695	105956	105985	30	YAL024C	NA
2195	chrI	108586	108722	-	108623	336.788238	46.250181	108623	108677	55	YAL023C	NA
2202	chrI	110380	110505	-	110446	161.410034	41.904527	110436	110471	36	YAL022C	NA
2203	chrI	110838	110897	-	110838	2.483232	0.620808	110838	110897	60	YAL022C	NA
2214	chrI	113389	113462	-	113403	510.61442	165.755683	113400	113418	19	YAL021C	NA
2218	chrI	114571	114679	-	114619	252.047974	63.943204	114571	114630	60	YAL020C	NA
2220	chrI	119582	119597	-	119594	1.55202	0.620808	119582	119597	16	YAL018C	NA
2221	chrI	120074	120147	-	120107	3.414444	0.620808	120085	120139	55	YAL018C	NA
2231	chrI	128033	128141	-	128102	131.921662	35.696449	128073	128102	30	YAL015C	YAL063C
2232	chrI	128279	128313	-	128279	1.241616	0.310404	128279	128313	35	YAL015C	YAL063C-A
2235	chrI	129019	129143	-	129050	501.612708	141.854583	129036	129074	39	YAL014C	NA
2245	chrI	135667	135739	-	135702	276.569881	56.183106	135682	135710	29	YAL010C	NA
2246	chrI	135926	135957	-	135928	1.55202	0.931212	135926	135957	32	YAL010C	NA
2247	chrI	136547	136585	-	136547	1.55202	0.931212	136547	136585	39	YAL010C	NA
2254	chrI	138389	138482	-	138417	2019.177378	646.260921	138414	138436	23	YAL007C	NA
2255	chrI	138934	139056	-	138964	14.588986	2.172827	138953	139054	102	YAL007C	NA
2263	chrI	141473	141719	-	141493	22177.117094	13026.720499	141488	141497	10	YAL005C	NA
2264	chrI	141904	141995	-	141904	3.10404	0.620808	141904	141979	76	YAL005C	NA
2266	chrI	142070	142108	-	142108	1.55202	0.620808	142070	142108	39	YAL005C	NA
2267	chrI	142284	142315	-	142287	1.862424	0.931212	142284	142315	32	YAL005C	NA
2283	chrI	151158	151316	-	151203	847.092249	344.237926	151179	151204	26	YAL001C	NA
2284	chrI	151379	151399	-	151379	1.55202	1.241616	151379	151399	21	YAL001C	NA
2285	chrI	151978	152018	-	152003	6.20808	1.55202	151987	152018	32	YAL001C	NA
2287	chrI	154731	154814	-	154740	1677.733088	902.033735	154740	154754	15	YAR002C-A	NA
2295	chrI	158637	158722	-	158661	244.598278	49.35422	158649	158696	48	YAR007C	NA
2310	chrI	169012	169061	-	169021	638.190423	316.922383	169016	169027	12	YAR014C	NA
2315	chrI	171693	171768	-	171711	137.198526	48.423009	171699	171744	46	YAR018C	NA
2316	chrI	171917	171988	-	171940	3.104039	1.862423	171917	171988	72	YAR018C	NA
2325	chrI	175120	175197	-	175135	37.869278	8.691309	175135	175187	53	YAR019C	YAR019C
2328	chrI	177281	177362	-	177358	3.414444	0.931212	177308	177362	55	YAR020C	NA
2331	chrI	180023	180188	-	180051	76.98017	18.003426	180051	180108	58	YAR023C	NA
2333	chrI	180658	180672	-	180658	2.483232	1.55202	180658	180672	15	YAR023C	NA
2345	chrI	187246	187281	-	187257	4.65606	1.55202	187246	187276	31	YAR030C	NA
2360	chrI	202505	202526	-	202526	1.241616	0.620808	202505	202526	22	YAR047C	NA
2385	chrII	10535	10604	-	10551	868.510116	494.16301	10551	10558	8	YBL107C	YBL010C
2395	chrII	13888	13973	-	13931	14.899389	7.449694	13909	13940	32	YBL106C	NA
2410	chrII	17708	17770	-	17741	13.657775	2.483231	17710	17759	50	YBL105C	NA
2411	chrII	17911	18024	-	17965	819.4663	303.575015	17950	17965	16	YBL105C	NA
2421	chrII	21195	21336	-	21313	54.631091	12.416156	21222	21318	97	YBL104C	NA
2432	chrII	23746	23816	-	23781	313.197537	85.671477	23774	23799	26	YBL103C	NA
2447	chrII	28764	28813	-	28782	3.724848	0.931212	28767	28813	47	YBL101C	NA
2455	chrII	44348	44862	-	44465	102.122898	11.795348	44441	44786	346	YBL094C	YBL029C-A
2456	chrII	44938	45105	-	44968	1660.660875	398.869012	44959	45017	59	YBL093C	NA
2457	chrII	45438	45473	-	45438	4.656059	2.172827	45438	45473	36	YBL093C	NA
2460	chrII	47181	47243	-	47193	803.014894	416.562035	47185	47193	9	YBL091C-A	NA
2461	chrII	47665	47687	-	47667	8.070501	2.793635	47666	47685	20	YBL091C-A	YBL033C
2468	chrII	48638	48718	-	48650	815.741455	551.587731	48641	48659	19	YBL091C	NA
2469	chrII	48972	49046	-	49038	10.243331	4.345655	48998	49046	49	YBL091C	NA
2470	chrII	49396	49464	-	49396	7.139291	3.724847	49396	49433	38	YBL091C	NA
2495	chrII	59529	59684	-	59548	318.474405	91.879555	59548	59591	44	YBL088C	NA
2499	chrII	60743	60892	-	60777	3870.426243	1156.875338	60757	60822	66	YBL087C	NA
2504	chrII	62373	62735	-	62717	469.020306	68.599262	62581	62717	137	YBL086C	NA
2514	chrII	69479	69615	-	69566	98.087637	24.832312	69522	69572	51	YBL084C	NA
2516	chrII	70223	70240	-	70239	3.104039	2.172827	70223	70240	18	YBL083C	YBL040C
2518	chrII	70517	70563	-	70563	2.172828	1.241616	70517	70563	47	YBL083C	YBL040C
2519	chrII	71136	71202	-	71159	165.134878	56.803914	71151	71173	23	YBL082C	NA
2520	chrII	71397	71406	-	71406	1.241616	0.620808	71397	71406	10	YBL082C	NA
2529	chrII	74706	74787	-	74711	147.752258	86.913092	74711	74775	65	YBL080C	NA
2530	chrII	74907	74994	-	74968	5.276868	1.55202	74915	74994	80	YBL080C	NA
2534	chrII	80729	80813	-	80754	1868.321081	495.715029	80749	80775	27	YBL078C	NA
2543	chrII	84269	84332	-	84290	4992.846744	2478.885551	84270	84307	38	YBL076C	NA
2551	chrII	86446	86485	-	86472	19.555448	7.13929	86457	86477	21	YBL075C	NA
2553	chrII	86744	86750	-	86744	1.55202	0.620808	86744	86750	7	YBL075C	YBL052C
2556	chrII	87690	87854	-	87800	109.882984	25.763524	87751	87814	64	YBL074C	NA
2557	chrII	88196	88301	-	88237	4.345656	0.931212	88221	88301	81	YBL074C	NA
2560	chrII	89450	89554	-	89464	17475.1188	8792.190486	89450	89464	15	YBL072C	YBL057C
2561	chrII	89590	89711	-	89680	11.484947	2.172827	89610	89687	78	YBL071C-B	NA
2573	chrII	95951	95989	-	95953	28.246756	24.832312	95953	95953	1	YBL067C	NA
2574	chrII	96103	96205	-	96112	707.100092	109.262173	96112	96174	63	YBL067C	NA
2586	chrII	100099	100182	-	100156	155.512356	43.76695	100140	100182	43	YBL066C	NA
2589	chrII	101161	101244	-	101188	2561.763394	1693.874086	101168	101214	47	YBL064C	NA
2590	chrII	101654	101671	-	101654	6.208079	4.345655	101654	101671	18	YBL064C	NA
2599	chrII	107506	107559	-	107506	209.833039	140.612967	107506	107518	13	YBL061C	NA
2600	chrII	107654	107714	-	107675	2.483232	0.620808	107654	107714	61	YBL061C	NA
2602	chrII	110531	110638	-	110571	1291.280231	427.736575	110551	110571	21	YBL059C-A	NA
2603	chrII	110722	110760	-	110760	2.483232	0.931212	110722	110760	39	YBL059C-A	NA
2604	chrII	111148	111228	-	111205	19.555448	5.897674	111151	111219	69	YBL059C-A	NA
2606	chrII	113382	113497	-	113439	668.610007	185.000725	113436	113452	17	YBL057C	NA
2612	chrII	117089	117255	-	117198	37.558876	9.932925	117137	117224	88	YBL055C	NA
2613	chrII	117631	117651	-	117642	1.55202	0.931212	117631	117651	21	YBL055C	NA
2629	chrII	122031	122188	-	122102	543.517233	89.085919	122042	122141	100	YBL052C	NA
2630	chrII	122513	122587	-	122582	13.036966	4.656059	122526	122586	61	YBL052C	NA
2640	chrII	124779	124864	-	124822	924.072411	357.895697	124817	124844	28	YBL051C	NA
2657	chrII	132136	132225	-	132196	1253.100554	347.031561	132179	132206	28	YBL047C	NA
2667	chrII	135462	135817	-	135702	2070.394036	863.233248	135640	135720	81	YBL045C	NA
2676	chrII	140314	140385	-	140316	344.237929	225.353232	140316	140349	34	YBL042C	NA
2677	chrII	140946	141009	-	141009	2.172828	0.620808	140946	141009	64	YBL042C	NA
2679	chrII	142887	142965	-	142896	2144.580553	706.168874	142892	142911	20	YBL040C	NA
2680	chrII	143019	143160	-	143111	15.8306	3.414443	143066	143111	46	YBL040C	NA
2681	chrII	143607	143607	-	143607	1.241616	1.241616	143607	143607	1	YBL040C	NA
2688	chrII	145758	145847	-	145782	2731.864733	1291.590631	145770	145807	38	YBL039C	NA
2694	chrII	151214	151272	-	151236	711.445741	364.414179	151228	151265	38	YBL036C	NA
2701	chrII	153608	153745	-	153688	50.906243	13.968176	153668	153703	36	YBL035C	NA
2717	chrII	158438	158500	-	158451	354.79166	178.482243	158448	158459	12	YBL034C	NA
2718	chrII	158793	158941	-	158793	4.966464	0.620808	158793	158940	148	YBL034C	YBL091C
2721	chrII	159696	159765	-	159721	336.167427	248.633524	159707	159721	15	YBL033C	NA
2727	chrII	163877	164017	-	164017	98.708446	45.008566	163906	164017	112	YBL030C	NA
2728	chrII	164094	164241	-	164115	4220.251439	918.485142	164113	164141	29	YBL030C	NA
2729	chrII	164350	164400	-	164361	3.10404	0.620808	164361	164394	34	YBL030C	NA
2731	chrII	164772	164905	-	164828	2896.68921	602.493971	164811	164847	37	YBL029C-A	NA
2732	chrII	164949	165051	-	165005	8.691311	1.862423	164949	165037	89	YBL029C-A	NA
2733	chrII	165323	165380	-	165349	6.518482	2.172827	165328	165353	26	YBL029C-A	NA
2740	chrII	167845	167926	-	167877	2414.01114	865.406075	167850	167890	41	YBL028C	NA
2762	chrII	177527	177669	-	177579	289.296438	149.304276	177567	177613	47	YBL023C	NA
2775	chrII	181140	181300	-	181300	93.741982	60.528761	181169	181300	132	YBL022C	NA
2776	chrII	181358	181436	-	181394	782.528237	213.868288	181385	181408	24	YBL022C	NA
2779	chrII	181878	182180	-	182118	420.907696	83.498649	182094	182141	48	YBL021C	NA
2784	chrII	186469	186563	-	186508	547.242081	141.233775	186504	186524	21	YBL018C	NA
2785	chrII	186656	186686	-	186656	1.241616	0.620808	186656	186686	31	YBL018C	NA
2810	chrII	191586	191713	-	191626	307.610274	99.639652	191615	191678	64	YBL017C	NA
2811	chrII	191745	191873	-	191749	1140.423937	202.693747	191749	191791	43	YBL017C	NA
2813	chrII	192028	192134	-	192064	33.21322	19.86585	192060	192073	14	YBL017C	NA
2814	chrII	192168	192221	-	192206	11.174543	2.793635	192174	192221	48	YBL017C	NA
2833	chrII	201627	201868	-	201777	158.305997	29.488371	201713	201779	67	YBL014C	NA
2834	chrII	202012	202016	-	202016	1.241616	0.931212	202012	202016	5	YBL014C	NA
2835	chrII	202175	202306	-	202284	19.865852	3.724847	202202	202284	83	YBL014C	NA
2842	chrII	206922	207002	-	206951	105.847732	15.830599	206940	206984	45	YBL010C	NA
2858	chrII	216371	216478	-	216415	1841.005541	473.676352	216404	216422	19	YBL007C	NA
2859	chrII	216595	216786	-	216700	24.211507	9.932925	216669	216720	52	YBL007C	YBL111C
2861	chrII	217093	217204	-	217150	1529.360027	250.806352	217123	217160	38	YBL006C	NA
2862	chrII	217263	217387	-	217283	22.038679	9.312117	217268	217305	38	YBL006C	NA
2863	chrII	217915	217933	-	217933	1.862424	0.931212	217915	217933	19	YBL006C	NA
2873	chrII	235806	235923	-	235819	12859.102396	3364.778283	235812	235846	35	YBL003C	NA
2874	chrII	235961	236014	-	235971	62.391186	15.830599	235963	235996	34	YBL003C	NA
2875	chrII	236208	236229	-	236208	6.828886	3.414443	236208	236218	11	YBL003C	NA
2879	chrII	237434	237622	-	237478	3970.065899	1649.175924	237478	237532	55	YBL001C	NA
2880	chrII	237738	237842	-	237757	4.345656	0.620808	237750	237824	75	YBL001C	NA
2881	chrII	237991	238088	-	238019	5.587272	1.55202	238019	238084	66	YBL001C	NA
2893	chrII	241339	241456	-	241339	673.266065	169.48053	241339	241424	86	YBR001C	NA
2897	chrII	242540	242613	-	242568	173.205382	32.282006	242568	242603	36	YBR002C	YBR002C
2904	chrII	245478	245739	-	245683	354.481266	44.077354	245526	245694	169	YBR004C	NA
2905	chrII	246367	246405	-	246370	2.483232	0.931212	246367	246405	39	YBR004C	NA
2916	chrII	251072	251141	-	251106	26.384334	5.276866	251090	251135	46	YBR007C	NA
2920	chrII	254291	254295	-	254294	3.414443	2.172827	254294	254295	2	YBR008C	NA
2921	chrII	254386	254459	-	254427	104.295714	36.006852	254421	254433	13	YBR008C	NA
2922	chrII	254639	254670	-	254645	5.587271	2.172827	254639	254670	32	YBR008C	NA
2923	chrII	254859	254975	-	254890	128.196816	29.488371	254879	254939	61	YBR008C	NA
2924	chrII	255149	255172	-	255164	2.483232	1.241616	255149	255172	24	YBR008C	NA
2925	chrII	255650	255954	-	255720	9067.518757	2463.054952	255710	255728	19	YBR009C	NA
2926	chrII	256172	256209	-	256201	3.724848	1.55202	256172	256201	30	YBR009C	NA
2929	chrII	257991	258064	-	258006	13162.987814	4957.771101	257996	258014	19	YBR011C	NA
2936	chrII	265914	266094	-	266067	178.48225	31.971602	265974	266073	100	YBR013C	NA
2937	chrII	266145	266268	-	266226	9.622524	1.55202	266173	266265	93	YBR013C	NA
2940	chrII	267340	267549	-	267419	1152.529693	264.153719	267350	267419	70	YBR014C	NA
2949	chrII	269575	269677	-	269596	1146.011204	735.657245	269591	269631	41	YBR015C	NA
2950	chrII	269860	269985	-	269914	41.904531	9.312117	269896	269956	61	YBR015C	NA
2963	chrII	273707	273791	-	273750	997.01733	240.873427	273725	273780	56	YBR017C	NA
2965	chrII	275521	275707	-	275599	85.361078	28.557159	275547	275662	116	YBR018C	NA
2990	chrII	287928	287966	-	287942	65.184822	40.352507	287940	287955	16	YBR023C	NA
2991	chrII	288038	288151	-	288069	662.712332	363.172564	288053	288077	25	YBR023C	NA
3000	chrII	291872	292043	-	291902	2785.564615	851.4379	291886	291980	95	YBR025C	NA
3001	chrII	292196	292344	-	292309	9.932928	1.241616	292218	292320	103	YBR025C	NA
3005	chrII	293975	294150	-	294087	898.619302	298.298149	294017	294087	71	YBR026C	YBR027C
3007	chrII	294752	294799	-	294783	2.172828	1.241616	294752	294799	48	YBR027C	YBR028C
3013	chrII	296015	296123	-	296063	454.741721	86.913092	296027	296097	71	YBR028C	NA
3019	chrII	297774	297868	-	297822	297.056537	143.717006	297777	297824	48	YBR029C	NA
3020	chrII	298084	298115	-	298104	5.58727	2.172827	298096	298115	20	YBR029C	NA
3035	chrII	305977	306073	-	305999	495.40463	171.032549	305987	306022	36	YBR034C	NA
3039	chrII	306959	307022	-	306985	2757.938663	1156.564934	306972	306990	19	YBR035C	NA
3040	chrII	307146	307168	-	307146	1.241616	0.620808	307146	307168	23	YBR035C	NA
3041	chrII	307274	307418	-	307348	75.738555	17.072215	307340	307412	73	YBR035C	NA
3042	chrII	307508	307673	-	307569	34.765242	5.276866	307528	307634	107	YBR035C	NA
3043	chrII	307794	307901	-	307825	4.035252	0.931212	307809	307889	81	YBR035C	NA
3049	chrII	310316	310402	-	310361	586.973781	218.213942	310337	310372	36	YBR036C	NA
3053	chrII	311447	311565	-	311486	524.893	140.302563	311467	311501	35	YBR037C	NA
3061	chrII	321615	321731	-	321636	299.229364	34.144429	321627	321663	37	YBR042C	NA
3062	chrII	321998	322008	-	322002	1.862424	0.620808	321998	322008	11	YBR042C	YBR043C
3067	chrII	324017	324121	-	324094	302.022998	131.921658	324023	324094	72	YBR043C	NA
3078	chrII	326617	326706	-	326651	9.312118	4.966462	326620	326693	74	YBR044C	NA
3089	chrII	330196	330283	-	330200	2.483232	0.620808	330196	330283	88	YBR045C	NA
3095	chrII	331526	331595	-	331542	862.612444	228.767675	331526	331584	59	YBR046C	NA
3096	chrII	332390	332398	-	332390	3.414444	1.241616	332390	332398	9	YBR046C	NA
3109	chrII	336609	336977	-	336930	781.597034	102.743691	336841	336957	117	YBR049C	NA
3110	chrII	337123	337123	-	337123	1.862423	1.862423	337123	337123	1	YBR049C	NA
3114	chrII	337878	338518	-	338240	288.054834	25.763524	338183	338339	157	YBR050C	NA
3117	chrII	339389	339517	-	339413	2398.180545	888.375964	339397	339423	27	YBR052C	NA
3122	chrII	340739	340821	-	340775	1374.158071	433.944653	340745	340775	31	YBR053C	NA
3123	chrII	341167	341296	-	341194	11.174543	3.104039	341186	341293	108	YBR053C	NA
3124	chrII	341345	341432	-	341345	5.276868	1.241616	341345	341432	88	YBR053C	NA
3125	chrII	341498	341557	-	341498	11.484946	3.724847	341498	341531	34	YBR053C	NA
3143	chrII	347263	347474	-	347322	439.84233	130.680042	347265	347344	80	YBR055C	NA
3149	chrII	351470	351514	-	351503	6.208079	2.793635	351479	351504	26	YBR056C-B	NA
3150	chrII	351676	351725	-	351725	1.862424	0.620808	351676	351725	50	YBR056C-B	NA
3157	chrII	353362	353427	-	353383	416.872442	152.408315	353371	353399	29	YBR057C	NA
3158	chrII	353762	353763	-	353763	1.241616	0.931212	353762	353763	2	YBR057C	YBR058C
3165	chrII	356011	356103	-	356039	757.075118	374.967912	356038	356069	32	YBR058C	NA
3166	chrII	356267	356300	-	356267	1.862424	0.620808	356267	356300	34	YBR058C	NA
