cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene	inCoding
1086	chrII	383752	383763	+	383760	2.728405	1.169317	383753	383761	9	NA	YBR073W
1087	chrII	384010	384100	+	384021	2.338632	0.779544	384020	384077	58	NA	YBR073W
1088	chrII	384318	384370	+	384357	1.169316	0.389772	384318	384370	53	NA	YBR073W
1089	chrII	384515	384688	+	384552	6.236352	0.584658	384551	384685	135	NA	YBR073W
1090	chrII	384770	384795	+	384776	3.118177	1.364203	384771	384791	21	NA	YBR073W
1091	chrII	385340	385372	+	385342	5.651696	1.169317	385342	385372	31	NA	YBR073W
1093	chrII	385680	385699	+	385681	3.313063	1.169317	385680	385693	14	NA	YBR073W
1095	chrII	386465	386473	+	386472	81.462394	54.957883	386470	386472	3	NA	YBR074W
1097	chrII	386712	386925	+	386800	49.695951	8.185217	386733	386887	155	NA	YBR074W
1098	chrII	386964	386980	+	386979	13.642027	10.913622	386970	386979	10	NA	YBR074W
1099	chrII	387079	387105	+	387101	2.143746	0.779544	387079	387102	24	NA	YBR074W
1100	chrII	387269	387351	+	387269	2.728404	0.584658	387269	387351	83	NA	YBR074W
1101	chrII	387435	387518	+	387461	2.143746	0.389772	387450	387513	64	NA	YBR074W
1102	chrII	387549	387660	+	387586	6.626128	1.559089	387584	387635	52	NA	YBR074W
1103	chrII	387741	387759	+	387758	4.872152	3.118178	387757	387759	3	NA	YBR074W
1105	chrII	388082	388191	+	388100	5.846581	2.143747	388098	388163	66	NA	YBR074W
1106	chrII	388221	388356	+	388313	13.642025	3.118178	388263	388328	66	NA	YBR074W
1107	chrII	388476	388559	+	388524	26.699394	5.651697	388489	388526	38	NA	YBR074W
1109	chrII	388611	388788	+	388770	11.303392	3.702836	388621	388785	165	NA	YBR074W
1112	chrII	390673	390685	+	390677	1.559089	1.169317	390673	390685	13	NA	YBR076W
1113	chrII	390771	390825	+	390801	2.92329	0.584658	390779	390814	36	NA	YBR076W
1114	chrII	390869	391018	+	390988	7.600555	1.169317	390915	391009	95	NA	YBR076W
1115	chrII	391307	391324	+	391320	1.364202	0.584658	391307	391324	18	NA	NA
1117	chrII	391966	392052	+	392003	14.42157	5.261925	391974	392018	45	NA	NA
1120	chrII	393063	393181	+	393138	329.942174	85.944775	393072	393181	110	NA	YBR078W
1121	chrII	393472	393678	+	393642	841.32333	94.324877	393546	393651	106	NA	YBR078W
1122	chrII	393726	394533	+	393830	648.386053	27.673828	393808	394410	603	NA	YBR078W
1124	chrII	394563	394789	+	394708	46.382885	6.041469	394620	394763	144	NA	YBR078W
1125	chrII	394822	394832	+	394827	3.702835	2.533519	394822	394828	7	NA	NA
1127	chrII	406078	406280	+	406116	53.398788	12.862483	406116	406218	103	NA	NA
1128	chrII	406559	406616	+	406559	2.143746	0.584658	406559	406616	58	NA	NA
1130	chrII	406647	406782	+	406685	5.456809	0.974431	406658	406753	96	NA	NA
1131	chrII	407209	407247	+	407212	1.364202	0.389772	407209	407247	39	NA	NA
1132	chrII	407339	407373	+	407363	6.041469	2.728406	407349	407363	15	NA	NA
1133	chrII	407495	407661	+	407617	94.714647	11.693167	407550	407648	99	NA	NA
1135	chrII	408067	408212	+	408071	6.236353	0.974431	408071	408186	116	NA	NA
1142	chrII	409742	409858	+	409796	50.475499	9.744306	409780	409831	52	NA	YBR083W
1144	chrII	409901	410216	+	410163	139.148675	40.146539	409917	410184	268	NA	YBR083W
1145	chrII	410265	410505	+	410345	23.776099	4.677267	410324	410448	125	NA	YBR083W
1147	chrII	411258	411308	+	411279	16.760204	10.134078	411278	411281	4	NA	YBR084W
1148	chrII	411434	411568	+	411558	17.734632	5.067039	411466	411559	94	NA	YBR084W
1149	chrII	411607	411986	+	411887	32.156197	4.092608	411664	411961	298	NA	YBR084W
1150	chrII	412093	412324	+	412146	19.488607	4.677267	412146	412312	167	NA	YBR084W
1151	chrII	412356	412488	+	412470	38.782332	6.041469	412395	412470	76	NA	YBR084W
1152	chrII	412556	412665	+	412628	6.041468	2.338633	412594	412640	47	NA	YBR084W
1153	chrII	412780	412801	+	412801	7.015899	2.338633	412788	412801	14	NA	YBR084W
1154	chrII	412960	412989	+	412960	1.169316	0.389772	412960	412989	30	NA	YBR084W
1155	chrII	413025	413581	+	413377	54.568095	8.769875	413113	413543	431	NA	YBR084W
1156	chrII	413683	413685	+	413684	3.118177	1.948861	413683	413685	3	NA	YBR084W
1158	chrII	416194	416239	+	416194	4.482379	2.533519	416194	416229	36	NA	YBR085W
1163	chrII	417458	417514	+	417499	5.45681	1.753975	417473	417505	33	NA	NA
1165	chrII	418316	418398	+	418375	72.497631	33.520411	418343	418395	53	NA	NA
1166	chrII	419309	419632	+	419355	12.277818	0.779544	419343	419580	238	NA	NA
1168	chrII	419767	419835	+	419811	6.041468	1.948861	419767	419826	60	NA	NA
1170	chrII	420102	420289	+	420184	37.613015	5.456811	420121	420229	109	NA	NA
1172	chrII	420494	420567	+	420511	2.728405	1.559089	420507	420543	37	NA	NA
1176	chrII	423917	423939	+	423917	1.559089	0.974431	423917	423939	23	NA	YBR087W
1177	chrII	424067	424284	+	424191	14.031795	3.702836	424112	424240	129	NA	YBR087W
1178	chrII	424338	424490	+	424353	5.261923	0.974431	424351	424456	106	NA	YBR087W
1180	chrII	425210	425302	+	425212	3.897722	1.169317	425212	425281	70	NA	YBR089W
1181	chrII	425437	425483	+	425465	13.836913	2.728406	425452	425473	22	NA	YBR089W
1182	chrII	425529	425627	+	425600	5.067037	1.364203	425549	425627	79	NA	YBR089W
1183	chrII	425785	425829	+	425815	10.523849	2.728406	425787	425819	33	NA	NA
1184	chrII	427108	427208	+	427138	43.069826	10.718736	427129	427153	25	NA	NA
1185	chrII	427714	427764	+	427716	10.718734	3.313064	427716	427748	33	NA	NA
1186	chrII	429537	429598	+	429566	41.705628	11.693167	429566	429598	33	NA	NA
1187	chrII	430005	430083	+	430050	1.364202	0.389772	430005	430083	79	NA	NA
1188	chrII	430780	430806	+	430801	1.364202	0.584658	430780	430806	27	NA	NA
1191	chrII	432179	432199	+	432179	7.600559	3.118178	432179	432181	3	NA	YBR094W
1192	chrII	432345	432415	+	432345	3.118176	0.584658	432345	432415	71	NA	YBR094W
1193	chrII	432483	432601	+	432573	5.456808	0.779544	432491	432597	107	NA	YBR094W
1194	chrII	432969	433011	+	432970	6.236354	1.948861	432970	432994	25	NA	YBR094W
1195	chrII	433045	433224	+	433157	15.590884	2.533519	433097	433187	91	NA	YBR094W
1198	chrII	433317	433532	+	433506	15.395998	2.143747	433349	433506	158	NA	YBR094W
1199	chrII	433730	433792	+	433750	4.87215	0.779544	433744	433784	41	NA	YBR094W
1200	chrII	433952	434068	+	433953	5.846582	0.974431	433953	434068	116	NA	YBR094W
1201	chrII	434098	434169	+	434156	6.821013	2.143747	434116	434166	51	NA	YBR094W
1202	chrII	434293	434320	+	434293	1.169316	0.584658	434293	434320	28	NA	YBR094W
1204	chrII	436046	436108	+	436093	35.079499	21.437472	436047	436093	47	NA	YBR096W
1205	chrII	436198	436498	+	436202	45.993114	9.744306	436202	436453	252	NA	YBR096W
1208	chrII	437021	437322	+	437096	19.098832	2.338633	437079	437284	206	NA	YBR097W
1209	chrII	437525	437597	+	437553	3.507949	0.974431	437545	437593	49	NA	YBR097W
1210	chrII	437716	437764	+	437740	4.092608	1.753975	437725	437740	16	NA	YBR097W
1211	chrII	438051	438056	+	438053	4.48238	2.728406	438052	438055	4	NA	YBR097W
1212	chrII	439245	439309	+	439290	2.338633	0.974431	439250	439290	41	NA	YBR097W
1213	chrII	439435	439499	+	439435	2.338632	0.584658	439435	439478	44	NA	YBR097W
1214	chrII	439572	439608	+	439573	5.651696	3.50795	439573	439603	31	NA	YBR097W
1215	chrII	439744	439752	+	439745	2.143747	1.559089	439745	439752	8	NA	YBR097W
1216	chrII	440143	440158	+	440155	4.677266	3.313064	440154	440156	3	NA	YBR097W
1218	chrII	440374	440390	+	440374	1.753975	1.559089	440374	440390	17	NA	YBR097W
1220	chrII	441646	441713	+	441665	3.897721	1.169317	441647	441703	57	NA	YBR098W
1221	chrII	441845	441859	+	441857	1.364202	0.584658	441845	441859	15	NA	YBR098W
1222	chrII	441949	442061	+	441973	8.3801	2.338633	441954	442035	82	NA	YBR098W
1223	chrII	442193	442324	+	442231	3.118176	0.584658	442221	442297	77	NA	YBR098W
1224	chrII	442401	442493	+	442432	3.897721	2.143747	442430	442455	26	NA	YBR098W
1225	chrII	442552	442602	+	442588	1.169316	0.389772	442552	442602	51	NA	YBR098W
1226	chrII	442717	442752	+	442717	1.364202	0.779544	442717	442752	36	NA	YBR098W
1227	chrII	442818	442910	+	442836	1.753974	0.389772	442818	442910	93	NA	YBR098W
1231	chrII	445077	445135	+	445107	27.47894	7.795444	445077	445128	52	NA	NA
1235	chrII	447974	448169	+	448064	13.836909	2.728406	448025	448126	102	NA	YBR103W
1236	chrII	448268	448329	+	448321	3.118176	0.779544	448273	448323	51	NA	YBR103W
1237	chrII	448621	448726	+	448655	5.456809	1.364203	448638	448726	89	NA	YBR103W
1239	chrII	449709	450007	+	449956	31.18177	7.795444	449749	449990	242	NA	YBR104W
1240	chrII	450039	450124	+	450058	13.447138	6.041469	450041	450114	74	NA	YBR104W
1241	chrII	450258	450269	+	450267	18.51418	9.549419	450267	450268	2	NA	YBR104W
1242	chrII	450405	450430	+	450429	2.338633	0.974431	450405	450429	25	NA	YBR104W
1246	chrII	452724	453145	+	452894	630.456556	76.590241	452815	452967	153	NA	YBR106W
1247	chrII	453548	453648	+	453602	60.609579	24.55565	453593	453639	47	NA	NA
1248	chrII	453718	453872	+	453815	2.728404	0.584658	453727	453855	129	NA	NA
1252	chrII	455154	455205	+	455173	3.313064	1.169317	455155	455205	51	NA	YBR108W
1253	chrII	455300	455353	+	455300	5.45681	1.948861	455300	455353	54	NA	YBR108W
1255	chrII	455458	455472	+	455459	4.092608	2.533519	455459	455460	2	NA	YBR108W
1256	chrII	455526	455616	+	455560	2.92329	0.389772	455535	455607	73	NA	YBR108W
1258	chrII	455811	455856	+	455838	1.559088	0.389772	455811	455856	46	NA	YBR108W
1259	chrII	455925	456037	+	456017	4.287492	0.779544	455926	456017	92	NA	YBR108W
1260	chrII	456243	456243	+	456243	1.364203	1.364203	456243	456243	1	NA	YBR108W
1262	chrII	456839	456896	+	456888	1.364202	0.389772	456839	456896	58	NA	YBR108W
1269	chrII	458926	459335	+	459011	77.759545	6.431242	458937	459257	321	NA	YBR110W
1272	chrII	459393	459602	+	459538	10.32896	1.169317	459415	459581	167	NA	YBR110W
1273	chrII	459643	459891	+	459800	15.395999	3.50795	459678	459819	142	NA	YBR110W
1277	chrII	462203	462376	+	462260	46.382889	12.862483	462225	462312	88	NA	YBR111W-A
1279	chrII	465841	465907	+	465841	1.169316	0.194886	465841	465907	67	NA	YBR113W
1280	chrII	466127	466192	+	466161	2.728404	0.779544	466127	466165	39	NA	NA
1284	chrII	474259	474374	+	474310	8.964759	1.559089	474283	474344	62	NA	NA
1285	chrII	474519	474589	+	474553	7.405672	1.753975	474536	474578	43	NA	NA
1286	chrII	474737	474762	+	474737	1.364202	0.584658	474737	474762	26	NA	NA
1293	chrII	477767	477879	+	477809	7.990328	1.753975	477802	477870	69	NA	YBR118W
1294	chrII	478025	478103	+	478062	6.236353	1.948861	478026	478102	77	NA	YBR118W
1295	chrII	478296	478496	+	478436	272.840548	26.504511	478364	478494	131	NA	YBR118W
1296	chrII	478630	478718	+	478671	5.846582	1.364203	478635	478717	83	NA	YBR118W
1300	chrII	479677	479863	+	479735	24.555645	2.533519	479692	479779	88	NA	YBR119W
1302	chrII	479894	479970	+	479967	3.313063	1.364203	479895	479967	73	NA	YBR119W
1303	chrII	480068	480069	+	480068	1.169316	0.584658	480068	480069	2	NA	YBR119W
1305	chrII	483782	483836	+	483782	2.728405	1.169317	483782	483820	39	NA	NA
1306	chrII	483874	483912	+	483899	3.50795	0.974431	483889	483910	22	NA	NA
1307	chrII	484757	484778	+	484772	2.533519	1.753975	484760	484778	19	NA	NA
1309	chrII	486860	486946	+	486860	2.143746	0.389772	486860	486928	69	NA	YBR124W
1310	chrII	488132	488199	+	488154	1.753974	0.584658	488132	488199	68	NA	NA
1311	chrII	488481	488516	+	488481	1.364202	0.584658	488481	488516	36	NA	NA
1312	chrII	488661	488682	+	488673	8.380102	5.846583	488673	488676	4	NA	NA
1314	chrII	488839	488900	+	488884	4.48238	1.364203	488849	488884	36	NA	NA
1317	chrII	491163	491228	+	491208	2.143747	0.974431	491175	491210	36	NA	NA
1318	chrII	493015	493152	+	493059	22.996557	4.677267	493045	493127	83	NA	NA
1319	chrII	493279	493319	+	493319	1.364202	0.389772	493279	493319	41	NA	NA
1322	chrII	495562	495613	+	495579	36.248815	13.447142	495579	495594	16	NA	NA
1324	chrII	497490	497573	+	497557	2.533518	0.779544	497490	497557	68	NA	YBR131W
1325	chrII	497660	497682	+	497682	2.923291	1.169317	497663	497682	20	NA	YBR131W
1326	chrII	497727	497879	+	497847	16.955089	5.651697	497808	497857	50	NA	YBR131W
1327	chrII	497980	498057	+	498026	2.92329	0.584658	497986	498057	72	NA	YBR131W
1328	chrII	498363	498413	+	498363	1.364202	0.389772	498363	498413	51	NA	YBR131W
1329	chrII	498487	498506	+	498489	1.364202	0.584658	498487	498506	20	NA	YBR131W
1330	chrII	498859	498865	+	498861	2.338633	1.364203	498860	498862	3	NA	YBR131W
1331	chrII	499238	499259	+	499258	1.559088	0.779544	499238	499259	22	NA	YBR131W
1332	chrII	499392	499424	+	499403	2.338632	0.389772	499395	499422	28	NA	NA
1333	chrII	501814	501906	+	501847	6.821012	1.559089	501822	501897	76	NA	NA
1339	chrII	504861	505127	+	505080	170.135568	75.226039	504896	505107	212	NA	YBR135W
1341	chrII	506527	506531	+	506531	1.948861	1.559089	506529	506531	3	NA	YBR136W
1342	chrII	506760	506803	+	506760	1.169316	0.389772	506760	506803	44	NA	YBR136W
1344	chrII	509243	509358	+	509243	2.533518	0.779544	509243	509341	99	NA	YBR136W
1345	chrII	509439	509457	+	509441	1.94886	0.779544	509439	509448	10	NA	YBR136W
1347	chrII	509838	509962	+	509888	2.338632	0.584658	509864	509938	75	NA	YBR136W
1351	chrII	512006	512055	+	512006	1.169316	0.389772	512006	512055	50	NA	YBR136W
1353	chrII	512455	512577	+	512478	6.626126	1.753975	512474	512536	63	NA	YBR136W
1356	chrII	513087	513522	+	513247	325.264903	45.60335	513129	513363	235	NA	YBR137W
1357	chrII	514107	514188	+	514140	2.338633	1.169317	514125	514164	40	NA	NA
1359	chrII	515757	516166	+	515950	76.395346	7.0159	515849	516074	226	NA	YBR139W
1361	chrII	516219	516564	+	516474	31.571545	5.456811	516240	516475	236	NA	YBR139W
1362	chrII	516596	516830	+	516823	33.715291	7.405672	516662	516823	162	NA	YBR139W
1363	chrII	516881	516928	+	516926	10.91362	2.728406	516884	516926	43	NA	YBR139W
1365	chrII	517408	517422	+	517408	1.559088	0.389772	517408	517422	15	NA	NA
1366	chrII	527125	527184	+	527184	88.283407	22.411903	527135	527184	50	NA	YBR141W-A
1368	chrII	528381	528520	+	528440	13.836912	3.50795	528405	528491	87	NA	YBR142W
1369	chrII	528648	528761	+	528734	7.015896	0.779544	528651	528752	102	NA	YBR142W
1370	chrII	528939	528976	+	528954	11.303393	4.092608	528939	528974	36	NA	YBR142W
1371	chrII	529007	529099	+	529084	2.143746	0.584658	529009	529084	76	NA	YBR142W
1372	chrII	529303	529417	+	529322	10.718733	5.456811	529319	529403	85	NA	YBR142W
1373	chrII	529506	529589	+	529513	5.651696	1.559089	529512	529588	77	NA	YBR142W
1375	chrII	529926	529994	+	529941	4.287495	1.169317	529941	529965	25	NA	YBR142W
1376	chrII	530178	530365	+	530179	5.84658	0.779544	530179	530318	140	NA	YBR142W
1378	chrII	532437	532536	+	532468	82.241936	19.878383	532468	532520	53	NA	NA
1382	chrII	533810	534137	+	533843	99.197019	11.693167	533827	534029	203	NA	YBR145W
1384	chrII	534182	534543	+	534314	125.116878	13.836914	534290	534416	127	NA	YBR145W
1385	chrII	534682	534684	+	534683	2.923291	2.143747	534683	534684	2	NA	YBR145W
1387	chrII	535290	535588	+	535542	29.427794	8.380103	535298	535542	245	NA	YBR146W
1388	chrII	535700	535786	+	535782	12.082935	1.753975	535711	535782	72	NA	YBR146W
1389	chrII	535827	535932	+	535913	15.395999	5.261925	535858	535932	75	NA	YBR146W
1390	chrII	536032	536032	+	536032	1.364203	1.364203	536032	536032	1	NA	YBR146W
1392	chrII	536704	536790	+	536704	3.313063	1.364203	536704	536767	64	NA	YBR147W
1394	chrII	537285	537289	+	537287	1.559088	0.584658	537285	537289	5	NA	YBR147W
1398	chrII	538458	538563	+	538461	17.539748	3.313064	538461	538550	90	NA	YBR148W
1400	chrII	538704	538767	+	538755	6.236354	1.169317	538712	538763	52	NA	YBR148W
1401	chrII	539000	539067	+	539016	1.753974	0.389772	539000	539067	68	NA	YBR148W
1404	chrII	539460	539518	+	539477	9.939189	2.143747	539460	539514	55	NA	YBR148W
1406	chrII	540519	540859	+	540631	110.6953	27.868714	540549	540701	153	NA	YBR149W
1413	chrII	545731	545769	+	545742	6.821012	1.753975	545733	545766	34	NA	YBR151W
1415	chrII	546258	546449	+	546378	74.056713	12.667597	546307	546420	114	NA	YBR152W
1416	chrII	546497	546966	+	546560	92.376001	7.210786	546556	546840	285	NA	YBR152W
1421	chrII	547925	547995	+	547937	14.616457	7.795444	547933	547955	23	NA	YBR153W
1424	chrII	549927	550117	+	550096	42.874939	8.380103	549954	550096	143	NA	YBR155W
1425	chrII	550154	550302	+	550187	20.073265	3.702836	550154	550290	137	NA	YBR155W
1426	chrII	550503	550606	+	550522	4.677266	1.948861	550521	550577	57	NA	YBR155W
1427	chrII	550643	550808	+	550751	11.88805	3.118178	550674	550755	82	NA	YBR155W
1429	chrII	553345	553754	+	553481	60.804458	8.769875	553403	553578	176	NA	NA
1432	chrII	554000	554032	+	554030	1.364202	0.389772	554000	554032	33	NA	NA
1433	chrII	554564	554676	+	554583	6.236353	2.143747	554582	554675	94	NA	NA
1435	chrII	554758	554783	+	554780	1.364202	0.584658	554758	554783	26	NA	NA
1437	chrII	554908	555301	+	555263	74.446486	13.447142	555000	555270	271	NA	NA
1438	chrII	555354	555633	+	555479	62.16866	13.642028	555397	555578	182	NA	NA
1442	chrII	556387	556598	+	556562	107.772008	47.747097	556428	556591	164	NA	YBR158W
1443	chrII	556677	556774	+	556715	55.542537	16.760206	556693	556759	67	NA	YBR158W
1444	chrII	556810	557067	+	557006	76.395346	12.472711	556870	557031	162	NA	YBR158W
1445	chrII	557109	557540	+	557317	147.918545	19.098839	557286	557411	126	NA	YBR158W
1446	chrII	557595	558046	+	557813	46.57777	9.939192	557693	557964	272	NA	YBR158W
1448	chrII	558095	558136	+	558120	1.948861	1.364203	558119	558120	2	NA	YBR158W
1451	chrII	558747	559133	+	558933	79.70841	9.549419	558762	559111	350	NA	YBR159W
1453	chrII	559169	559417	+	559402	147.528781	17.149978	559267	559402	136	NA	YBR159W
1456	chrII	560300	560726	+	560445	36.443695	4.482381	560379	560674	296	NA	YBR160W
1460	chrII	561817	561882	+	561861	3.702834	0.779544	561817	561882	66	NA	YBR161W
1461	chrII	561924	562092	+	562082	4.287492	0.584658	561961	562087	127	NA	YBR161W
1463	chrII	562232	562468	+	562420	13.83691	2.728406	562287	562423	137	NA	YBR161W
1464	chrII	562504	562672	+	562571	7.600554	0.584658	562513	562668	156	NA	YBR161W
1472	chrII	566199	566524	+	566247	17.539742	2.143747	566220	566473	254	NA	YBR163W
1474	chrII	566595	566612	+	566612	4.872153	3.118178	566611	566612	2	NA	YBR163W
1475	chrII	566833	566870	+	566837	4.092607	2.533519	566835	566845	11	NA	YBR163W
1476	chrII	566965	567037	+	566998	1.753974	0.584658	566965	567037	73	NA	YBR163W
1478	chrII	568866	569030	+	568970	34.494838	13.252256	568878	569005	128	NA	YBR165W
1479	chrII	569100	569481	+	569242	26.894276	5.067039	569203	569371	169	NA	YBR165W
1487	chrII	572589	572700	+	572698	5.846581	2.143747	572604	572698	95	NA	YBR168W
1489	chrII	573050	573092	+	573051	1.753974	0.584658	573050	573092	43	NA	YBR168W
1490	chrII	573181	573231	+	573187	2.92329	0.779544	573184	573231	48	NA	YBR168W
1491	chrII	576321	576408	+	576368	39.951652	8.964761	576328	576368	41	NA	NA
1492	chrII	576592	576610	+	576592	1.169316	0.779544	576592	576610	19	NA	NA
1494	chrII	578436	578762	+	578487	81.657273	12.082939	578436	578746	311	NA	YBR171W
1495	chrII	581084	581136	+	581086	2.338632	0.779544	581086	581128	43	NA	NA
1498	chrII	582329	582484	+	582431	112.839053	15.590889	582369	582431	63	NA	YBR175W
1499	chrII	582518	582624	+	582531	12.472708	3.313064	582518	582585	68	NA	YBR175W
1500	chrII	582668	582792	+	582730	9.354532	1.364203	582701	582791	91	NA	YBR175W
1505	chrII	583756	583848	+	583813	10.718735	3.702836	583786	583842	57	NA	YBR176W
1506	chrII	583878	584031	+	583943	6.041468	1.169317	583888	584014	127	NA	YBR176W
1507	chrII	584196	584214	+	584197	3.118177	1.169317	584196	584213	18	NA	YBR176W
1508	chrII	584253	584373	+	584336	8.574986	2.338633	584255	584357	103	NA	YBR176W
1510	chrII	586513	586556	+	586553	2.338633	1.364203	586513	586553	41	NA	NA
1513	chrII	590714	590761	+	590730	1.364202	0.389772	590714	590761	48	NA	YBR180W
1514	chrII	591304	591307	+	591307	1.364203	1.169317	591304	591307	4	NA	YBR180W
1515	chrII	592586	592596	+	592596	1.169316	0.779544	592586	592596	11	NA	NA
1516	chrII	593180	593278	+	593204	6.431241	1.169317	593204	593266	63	NA	NA
1518	chrII	595004	595076	+	595058	3.313063	1.169317	595004	595058	55	NA	NA
1523	chrII	596590	596750	+	596718	8.769872	1.753975	596623	596737	115	NA	YBR183W
1527	chrII	598566	598664	+	598571	13.836915	1.364203	598571	598651	81	NA	YBR184W
1531	chrII	602767	603180	+	603004	22.801667	1.948861	602855	603061	207	NA	YBR187W
1533	chrII	604722	604800	+	604799	5.067038	1.753975	604722	604799	78	NA	YBR189W
1534	chrII	604855	605329	+	605110	2285.624287	421.928429	605000	605162	163	NA	YBR189W
1540	chrII	607590	607684	+	607667	4.677266	1.559089	607640	607679	40	NA	YBR192W
1541	chrII	607795	607886	+	607829	17.92952	7.210786	607828	607846	19	NA	YBR192W
1542	chrII	608027	608103	+	608086	14.226684	5.456811	608044	608087	44	NA	YBR192W
1543	chrII	608191	608224	+	608213	2.923292	1.169317	608213	608224	12	NA	YBR192W
1544	chrII	608337	608517	+	608365	20.85281	4.092608	608364	608494	131	NA	YBR192W
1548	chrII	610208	610296	+	610209	5.261923	1.364203	610209	610296	88	NA	YBR194W
1549	chrII	611652	611680	+	611658	2.338633	1.753975	611652	611658	7	NA	NA
1550	chrII	614217	614245	+	614220	6.821014	4.482381	614217	614228	12	NA	NA
1551	chrII	614353	614553	+	614448	42.485168	5.651697	614383	614518	136	NA	NA
1554	chrII	615304	615467	+	615406	41.120967	15.201117	615397	615431	35	NA	NA
1555	chrII	615552	615690	+	615627	11.888049	2.143747	615578	615669	92	NA	NA
1556	chrII	615759	615767	+	615763	4.677266	4.287494	615763	615763	1	NA	NA
1558	chrII	618928	619153	+	619131	51.644811	15.201117	618984	619133	150	NA	YBR199W
1559	chrII	619191	619307	+	619286	101.925431	20.463042	619230	619299	70	NA	YBR199W
1560	chrII	619381	619627	+	619545	180.659414	26.894283	619384	619604	221	NA	YBR199W
1563	chrII	619661	620158	+	620033	71.912964	5.456811	619694	620107	414	NA	YBR199W
1566	chrII	620920	621002	+	621001	6.431242	1.364203	620920	621002	83	NA	YBR200W
1567	chrII	621229	621258	+	621230	6.041468	4.092608	621229	621256	28	NA	YBR200W
1568	chrII	621308	621563	+	621407	20.073263	2.143747	621338	621530	193	NA	YBR200W
1569	chrII	621649	621813	+	621651	4.677264	0.584658	621651	621770	120	NA	YBR200W
1571	chrII	621845	622050	+	621985	17.929518	3.118178	621862	622024	163	NA	YBR200W
1572	chrII	622086	622112	+	622103	2.143747	0.974431	622087	622105	19	NA	YBR200W
1573	chrII	622333	622358	+	622358	2.143747	1.169317	622333	622358	26	NA	YBR200W
1575	chrII	623634	623768	+	623643	15.396	1.948861	623643	623766	124	NA	YBR201W
1576	chrII	623921	624017	+	623947	5.261922	0.779544	623933	624008	76	NA	YBR201W
1577	chrII	624081	624146	+	624139	1.559088	0.389772	624081	624146	66	NA	YBR201W
1585	chrII	625950	626055	+	626042	4.872151	0.974431	625951	626042	92	NA	YBR202W
1586	chrII	627424	627424	+	627424	3.313064	3.313064	627424	627424	1	NA	YBR202W
1587	chrII	627634	627743	+	627649	1.94886	0.389772	627649	627719	71	NA	YBR202W
1588	chrII	627874	627923	+	627913	2.92329	0.779544	627874	627923	50	NA	YBR202W
1589	chrII	628088	628090	+	628090	1.948861	0.974431	628089	628090	2	NA	YBR202W
1595	chrII	629686	629812	+	629732	5.846581	0.974431	629689	629794	106	NA	YBR203W
1596	chrII	629965	630265	+	630017	135.835611	20.657928	629995	630164	170	NA	YBR203W
1597	chrII	630370	630382	+	630370	1.948861	1.559089	630370	630372	3	NA	YBR203W
1598	chrII	630687	630717	+	630687	3.118178	1.559089	630687	630688	2	NA	YBR203W
1601	chrII	631581	631646	+	631634	6.626126	1.559089	631589	631646	58	NA	YBR203W
1604	chrII	633682	634017	+	633886	41.315844	5.651697	633689	633923	235	NA	YBR205W
1605	chrII	634053	634065	+	634054	3.507949	2.533519	634053	634065	13	NA	YBR205W
1610	chrII	635332	635515	+	635374	26.309622	9.354533	635365	635435	71	NA	YBR207W
1611	chrII	635706	635722	+	635708	1.753974	0.779544	635706	635722	17	NA	YBR207W
1612	chrII	635861	635903	+	635903	1.559088	0.584658	635861	635903	43	NA	YBR207W
1613	chrII	636060	636082	+	636064	1.753974	0.779544	636060	636082	23	NA	YBR207W
1614	chrII	636123	636292	+	636188	8.574985	1.559089	636157	636273	117	NA	YBR207W
1615	chrII	640108	640229	+	640108	1.753974	0.389772	640108	640229	122	NA	NA
1617	chrII	641416	641476	+	641416	1.169316	0.194886	641416	641476	61	NA	NA
1620	chrII	643193	643340	+	643262	9.939188	1.753975	643220	643299	80	NA	NA
1621	chrII	644091	644176	+	644134	7.015898	3.313064	644107	644168	62	NA	NA
1622	chrII	644341	644381	+	644362	4.287494	1.364203	644344	644369	26	NA	NA
1624	chrII	645618	645712	+	645690	12.86248	2.533519	645638	645699	62	NA	YBR210W
1625	chrII	645802	645898	+	645838	8.185215	2.923292	645838	645896	59	NA	YBR210W
1629	chrII	647857	648227	+	647963	22.996552	1.948861	647895	648208	314	NA	YBR212W
1631	chrII	648268	648307	+	648306	8.380102	3.702836	648270	648306	37	NA	YBR212W
1633	chrII	648643	648672	+	648653	1.364202	0.584658	648643	648672	30	NA	YBR212W
1634	chrII	648769	648783	+	648782	1.169316	0.389772	648769	648783	15	NA	YBR212W
1635	chrII	649220	649278	+	649220	6.821013	2.533519	649220	649265	46	NA	YBR212W
1636	chrII	649310	649402	+	649324	6.041467	1.364203	649322	649400	79	NA	YBR212W
1637	chrII	649440	649568	+	649567	8.185215	2.143747	649477	649567	91	NA	YBR212W
1638	chrII	649729	649817	+	649756	4.482379	1.169317	649731	649790	60	NA	YBR212W
1640	chrII	650407	650638	+	650431	10.328959	1.169317	650431	650615	185	NA	YBR213W
1644	chrII	651686	652006	+	651798	52.034588	6.236356	651792	651990	199	NA	YBR214W
1645	chrII	652038	652174	+	652067	29.232911	5.067039	652065	652148	84	NA	YBR214W
1647	chrII	652206	652565	+	652502	66.84593	12.862483	652296	652502	207	NA	YBR214W
