cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score
731	chrII	207727	207750	+	207750	2.172828	1.55202	207727	207750	24	5.26736472639946
734	chrII	209528	209630	+	209576	99.329252	32.902813	209566	209614	49	15.1942096377119
735	chrII	209716	209770	+	209748	6.20808	1.55202	209737	209752	16	9.38287713572211
736	chrII	209972	209985	+	209984	4.966463	2.793635	209977	209985	9	5.35065366402272
737	chrII	210202	210203	+	210203	1.241616	0.931212	210202	210203	2	0.811278124459133
738	chrII	210622	210650	+	210625	1.862424	0.620808	210622	210650	29	10.938371703245
739	chrII	211109	211140	+	211109	1.241616	0.310404	211109	211140	32	10
742	chrII	216509	216562	+	216509	1.241616	0.310404	216509	216562	54	11.5097750043269
743	chrII	216596	216746	+	216729	14.89939	3.414443	216622	216739	118	25.5192295119988
744	chrII	216779	216958	+	216831	22.659488	6.828886	216811	216911	101	21.5840626627067
745	chrII	217329	217433	+	217408	222.249196	71.392897	217388	217421	34	14.5572513172474
746	chrII	217511	217625	+	217543	23.590699	6.208078	217522	217616	95	20.6231685066631
747	chrII	217787	217796	+	217791	4.345655	2.793635	217787	217796	10	4.92918288206281
749	chrII	218201	218225	+	218201	3.414444	0.620808	218201	218225	25	12.6877529791114
750	chrII	218344	218345	+	218344	1.241616	0.620808	218344	218345	2	1
751	chrII	218910	218975	+	218970	1.862424	0.620808	218910	218975	66	13.6097340983349
752	chrII	219768	219768	+	219768	1.241616	1.241616	219768	219768	1	0
753	chrII	219872	219913	+	219889	1.862424	0.620808	219872	219913	42	12.1414991889422
754	chrII	220034	220065	+	220034	1.241616	0.310404	220034	220065	32	10
755	chrII	220142	220176	+	220148	1.241616	0.620808	220142	220176	35	7.69392452541745
756	chrII	220693	220706	+	220702	1.241616	0.620808	220693	220706	14	5.71103238308641
757	chrII	220862	220996	+	220948	125.40318	23.9011	220888	220977	90	22.4468083450357
758	chrII	221275	221365	+	221302	53.389478	12.105752	221293	221362	70	23.8850958628019
759	chrII	221432	221502	+	221459	50.595842	16.761811	221457	221480	24	12.9904613230554
760	chrII	222160	222167	+	222166	3.414444	1.241616	222164	222166	3	2.42577410257471
761	chrII	222613	222699	+	222643	32.902817	4.035251	222639	222685	47	21.2500246500931
762	chrII	224713	224777	+	224738	49.354223	38.800488	224738	224757	20	2.55945900389427
763	chrII	225279	225342	+	225317	3.10404	0.620808	225299	225337	39	14.5348561018712
764	chrII	225476	225529	+	225495	28.246758	6.828886	225492	225505	14	10.3582238175922
765	chrII	226201	226251	+	226236	108.951771	54.631087	226235	226237	3	2.29255548949131
766	chrII	227461	227586	+	227529	1180.46604	160.789221	227511	227572	62	23.8257432744551
767	chrII	227696	227711	+	227708	1.55202	0.931212	227696	227711	16	5.48380237781867
768	chrII	227894	227956	+	227935	1.862424	0.620808	227894	227956	63	13.4586178173941
769	chrII	228085	228160	+	228087	7.760098	2.793635	228086	228124	39	10.9499539886665
770	chrII	228191	228335	+	228263	13.036966	4.656059	228263	228327	65	12.4886078616738
772	chrII	228599	228709	+	228677	5.587272	0.931212	228611	228709	99	21.828947883577
773	chrII	228840	228856	+	228855	4.966463	2.172827	228841	228855	15	6.60026934743553
774	chrII	228910	229023	+	228981	7.449696	0.931212	228934	229022	89	24.5053650230929
775	chrII	229180	229193	+	229193	1.241616	0.620808	229180	229193	14	5.71103238308641
776	chrII	229313	229378	+	229353	3.10404	1.241616	229321	229354	34	8.90305997218809
777	chrII	229648	229691	+	229648	1.55202	0.620808	229648	229691	44	10.4926350099754
778	chrII	229932	229933	+	229932	2.793635	2.483231	229932	229933	2	0.503258454094491
779	chrII	230028	230126	+	230069	4.035252	0.931212	230044	230125	82	16.9335480046717
780	chrII	230207	230263	+	230210	3.724848	0.931212	230208	230258	51	15.0117296047023
781	chrII	230330	230420	+	230362	9.312118	2.483231	230331	230387	57	14.4159838031623
783	chrII	231047	231098	+	231098	1.862424	0.620808	231047	231098	52	12.8352763363025
785	chrII	231467	231479	+	231478	1.241616	0.620808	231467	231479	13	5.55065957721164
786	chrII	231623	231666	+	231624	22.349085	7.760098	231624	231666	43	16.6974418108797
787	chrII	231821	231855	+	231844	1.241616	0.620808	231821	231855	35	7.69392452541745
788	chrII	231895	232068	+	231979	13.347372	1.55202	231932	232045	114	26.6184715067484
789	chrII	232106	232177	+	232173	7.449695	2.172827	232106	232175	70	17.4912566509949
790	chrII	232310	232338	+	232330	3.414444	0.620808	232326	232338	13	9.33224288861709
791	chrII	232440	232479	+	232478	2.483232	1.55202	232440	232479	40	8.24257530810625
792	chrII	232586	232654	+	232633	10.243331	2.483231	232593	232637	45	16.6825083243381
793	chrII	232746	232766	+	232746	1.55202	0.931212	232746	232766	21	6.02165018179214
795	chrII	233025	233032	+	233031	11.174541	9.001713	233030	233031	2	0.448864581398287
796	chrII	233252	233265	+	233258	1.241616	0.620808	233252	233265	14	5.71103238308641
798	chrII	233581	233591	+	233591	3.724847	2.793635	233589	233591	3	1.37235053720891
799	chrII	233706	233758	+	233757	7.449695	2.793635	233707	233758	52	13.8800325067633
800	chrII	233949	234135	+	233989	10.243332	0.931212	233980	234118	139	28.1784002040962
801	chrII	234167	234395	+	234385	45.008571	14.588983	234245	234385	141	24.1173203711922
802	chrII	234602	234776	+	234776	103.674907	46.560585	234659	234776	118	17.4150343861895
803	chrII	236024	236059	+	236059	9.622522	2.483231	236037	236059	23	12.1322201640167
804	chrII	236242	236480	+	236469	3219.509269	1052.579627	236408	236472	65	16.9302148051523
805	chrII	236572	236937	+	236855	74.186544	12.105752	236589	236855	267	42.0048781732739
806	chrII	236995	237004	+	237004	1.241616	0.931212	236995	237004	10	2.69500759440832
808	chrII	237183	237242	+	237240	4.966464	1.55202	237206	237242	37	12.5856333265433
809	chrII	237652	237737	+	237690	4.345656	1.241616	237677	237723	47	12.1574501293023
810	chrII	238447	238538	+	238523	69.530477	21.728273	238484	238533	50	16.8425051829076
812	chrII	240741	240861	+	240834	3.414444	0.620808	240749	240834	86	18.9427184774395
813	chrII	241647	241699	+	241674	27.936353	8.691309	241659	241683	25	12.373641118621
814	chrII	242087	242113	+	242113	1.241616	0.620808	242087	242113	27	7.1323312532452
816	chrII	242768	242808	+	242777	584.180145	154.581143	242775	242803	29	13.9263202645716
817	chrII	242899	243276	+	242952	33.834032	3.724847	242923	243160	238	37.036932062702
819	chrII	243468	243496	+	243468	5.897675	4.345655	243468	243472	5	2.54840425096496
820	chrII	243664	243711	+	243708	4.035251	2.483231	243664	243708	45	7.78907359641643
821	chrII	243936	243979	+	243979	1.862424	0.620808	243936	243979	44	12.2926154698831
822	chrII	245350	245365	+	245355	1.241616	0.620808	245350	245365	16	6
823	chrII	245546	245589	+	245589	2.172828	1.241616	245546	245589	44	9.08721180491856
824	chrII	245813	245960	+	245883	717.033019	99.950056	245842	245901	60	24.1474838600036
825	chrII	246100	246180	+	246115	18.313833	10.243329	246105	246136	32	8.85085339157255
826	chrII	246238	246308	+	246273	20.176256	7.760098	246272	246296	25	9.12262694712475
827	chrII	246408	246490	+	246438	5.587271	2.793635	246414	246466	53	12.6983268991794
829	chrII	246759	246970	+	246970	1195.675829	437.359096	246879	246970	92	18.9144165278619
830	chrII	247082	247179	+	247120	45.008569	23.9011	247118	247138	21	7.84710586217263
831	chrII	247220	247300	+	247246	9.312118	3.414443	247223	247278	56	13.4368099559475
832	chrII	247336	247415	+	247366	3.724848	1.241616	247350	247415	66	15.4152643871427
833	chrII	247522	247841	+	247792	38.179686	4.966462	247556	247804	249	38.5347648973392
834	chrII	247874	248249	+	248173	109.262183	21.107465	248019	248176	158	32.1855080100944
835	chrII	248727	248791	+	248791	2.793636	0.931212	248727	248791	65	15.9087119153336
836	chrII	251119	251197	+	251162	7.760099	2.793635	251159	251189	31	12.9645320165719
837	chrII	251492	251570	+	251535	8.380906	3.724847	251517	251560	44	10.3284382636369
838	chrII	251616	251915	+	251717	54.941498	9.932925	251660	251820	161	30.1078027435309
839	chrII	254600	254707	+	254646	14.278582	2.793635	254603	254661	59	19.3209518512618
840	chrII	255064	255137	+	255076	4.345656	0.620808	255065	255137	73	19.0959498405402
842	chrII	255182	255209	+	255183	2.172828	1.241616	255182	255209	28	6.62830161386254
843	chrII	255857	255871	+	255868	1.55202	0.620808	255857	255871	15	7.50876279935123
844	chrII	256102	256169	+	256102	7.449694	5.276866	256102	256161	60	7.84719178097611
845	chrII	256209	256310	+	256303	5721.675104	4313.0622	256303	256307	5	1.60782553337699
846	chrII	256703	256740	+	256703	1.241616	0.620808	256703	256740	38	7.87189127016538
847	chrII	258250	258315	+	258264	8.69131	3.414443	258259	258298	40	11.6363029177497
848	chrII	258363	258446	+	258446	2.483232	0.620808	258363	258446	84	17.5788729126416
849	chrII	258529	258554	+	258554	1.241616	0.620808	258529	258554	26	7.05065957721164
850	chrII	258671	258678	+	258678	1.241616	0.931212	258671	258678	8	2.4338343733774
851	chrII	258836	258857	+	258842	1.241616	0.620808	258836	258857	22	6.68914742795595
853	chrII	259152	259193	+	259176	2.793636	0.931212	259152	259193	42	10.1972017821687
854	chrII	260463	260535	+	260463	14.588986	2.793635	260463	260514	52	21.4469787476856
855	chrII	263221	263310	+	263280	26.384334	19.86585	263259	263287	29	2.49856490750839
856	chrII	265382	265382	+	265382	185.311129	185.311129	265382	265382	1	0
857	chrII	267618	267670	+	267618	2.483232	0.620808	267618	267670	53	14.319801136408
858	chrII	269757	269788	+	269759	2.483232	0.620808	269757	269788	32	12.5
860	chrII	270167	270283	+	270217	2975.221393	627.015879	270198	270236	39	17.572153162241
861	chrII	270318	270573	+	270351	217.593144	55.872702	270351	270502	152	32.2402394289748
862	chrII	273997	274081	+	274029	9.001715	2.793635	274024	274081	58	16.7273029073251
863	chrII	275876	275907	+	275893	1.55202	0.620808	275876	275907	32	9.60964047443681
864	chrII	276724	276856	+	276816	175.999016	53.699875	276742	276829	88	20.4119063140114
866	chrII	277730	277768	+	277730	1.862424	0.620808	277730	277768	39	11.9007657973666
868	chrII	281307	281452	+	281307	54.320684	11.795348	281307	281392	86	22.4296373985263
870	chrII	281824	281861	+	281827	2.172828	1.241616	281824	281861	38	8.73516369153185
874	chrII	282976	283029	+	282982	3.10404	0.931212	282982	283026	45	11.8384530584746
875	chrII	283161	283228	+	283177	6.208079	2.172827	283161	283213	53	13.9593201932856
876	chrII	283601	283743	+	283676	440.152736	124.782368	283661	283724	64	20.1580255028888
878	chrII	284061	284087	+	284071	6.518483	3.414443	284061	284077	17	5.88087302518333
879	chrII	287858	287924	+	287858	2.793636	0.620808	287858	287924	67	16.5330081456076
881	chrII	288252	288335	+	288252	27.005143	3.724847	288252	288322	71	21.9294914412215
883	chrII	289101	289145	+	289121	4.966463	2.793635	289106	289128	23	6.71220553932635
884	chrII	289300	289591	+	289336	293.642099	63.943204	289328	289364	37	15.0950976214054
885	chrII	289841	289869	+	289868	5.276867	2.172827	289856	289868	13	6.25182775283742
886	chrII	289900	289990	+	289986	3.10404	0.620808	289928	289990	63	16.2909602152327
887	chrII	290156	290319	+	290311	17.693027	4.656059	290214	290311	98	23.0948787312206
888	chrII	290449	290486	+	290460	1.55202	0.931212	290449	290486	38	7.19464934421049
889	chrII	291674	291743	+	291719	3.414444	0.931212	291682	291743	62	15.7574193817028
891	chrII	292236	292272	+	292268	1.55202	0.620808	292236	292272	37	10.0121947824078
893	chrII	292448	292725	+	292634	34.765243	3.724847	292470	292666	197	33.9977687750413
894	chrII	294213	294231	+	294213	1.241616	0.310404	294213	294231	19	8.49585502688717
895	chrII	295785	295788	+	295785	2.483231	1.862423	295785	295788	4	1.6225565680513
896	chrII	296277	296301	+	296282	7.449695	4.345655	296281	296296	16	6.22711926930437
897	chrII	297964	298116	+	298062	21.417872	3.414443	297998	298077	80	22.6231204996604
898	chrII	298200	298264	+	298223	106.158138	35.386045	298213	298246	34	14.0434185173566
899	chrII	298407	298444	+	298407	1.55202	0.620808	298407	298444	38	7.98696832264217
900	chrII	298626	298670	+	298626	1.55202	0.310404	298626	298670	45	12.751687997362
901	chrII	298745	298821	+	298746	3.10404	0.620808	298746	298796	51	15.5991696904216
904	chrII	299271	299322	+	299271	1.55202	0.620808	299271	299322	52	10.9558352475072
905	chrII	299436	299501	+	299469	1.862424	0.620808	299436	299501	66	13.6097340983349
907	chrII	300071	300160	+	300150	5018.299865	3362.295052	300142	300150	9	4.39541627186278
908	chrII	300487	300559	+	300496	42.525337	11.795348	300491	300553	63	17.8640054733463
909	chrII	300677	300679	+	300679	2.172827	1.862423	300677	300679	3	0.937779436120951
910	chrII	300913	300983	+	300952	223.490809	60.528761	300917	300982	66	20.3075753937919
911	chrII	301811	301831	+	301811	3.104039	1.862423	301811	301831	21	5.69008041928346
912	chrII	301897	301932	+	301921	4.035251	1.862423	301899	301921	23	7.62589288174529
913	chrII	302086	302136	+	302095	1.862424	0.620808	302086	302136	51	10.881389902489
914	chrII	302296	302381	+	302330	7.760099	4.345655	302315	302358	44	9.96561612974718
916	chrII	303843	303929	+	303880	36.627663	15.209791	303853	303885	33	11.8085892142479
917	chrII	303962	304064	+	304000	8.691312	1.55202	303974	304047	74	19.49439610213
918	chrII	304214	304269	+	304240	6.208079	2.483231	304224	304269	46	12.3396267771694
919	chrII	304397	304489	+	304430	10.864138	1.862423	304421	304489	69	18.7504148908304
920	chrII	306209	306287	+	306271	27.005142	19.86585	306241	306279	39	4.95387285217845
922	chrII	307149	307218	+	307191	4.65606	1.241616	307169	307203	35	12.0719417122419
923	chrII	307432	307608	+	307596	6450.503467	1756.26527	307556	307600	45	15.4164063447731
925	chrII	307698	308311	+	308040	320.957662	27.005139	307797	308213	417	49.5238821188843
927	chrII	308494	308513	+	308494	2.172828	0.620808	308494	308513	20	9.66351291288259
929	chrII	311629	311632	+	311632	1.862424	1.241616	311629	311632	4	1.83659166810898
930	chrII	311723	311903	+	311847	641.294462	168.549318	311822	311861	40	15.1328290559044
931	chrII	312001	312032	+	312005	9.622521	2.793635	312005	312032	28	12.5432591947833
932	chrII	312219	312241	+	312239	24.832313	19.86585	312239	312240	2	0.601435389339199
933	chrII	312386	312423	+	312413	3.10404	0.620808	312388	312423	36	12.9416578500255
934	chrII	312953	313026	+	313005	2.793636	0.620808	312953	313026	74	15.5438658919114
935	chrII	313594	313599	+	313598	1.241616	0.620808	313594	313599	6	3.87744375108173
937	chrII	313879	314017	+	314010	17.072216	4.966462	313923	314010	88	17.8512163312078
938	chrII	314306	314307	+	314307	1.862424	1.55202	314306	314307	2	0.650022421648354
940	chrII	315477	315549	+	315539	1646.382293	436.427884	315484	315539	56	18.6911853506882
941	chrII	315671	315820	+	315782	10.864139	1.862423	315709	315818	110	25.2224264511851
942	chrII	315853	315958	+	315918	65.184824	31.661198	315917	315928	12	6.99795133999055
943	chrII	316068	316157	+	316142	23.280295	7.449694	316068	316142	75	21.4853368516782
944	chrII	316274	316368	+	316343	5.897676	0.931212	316277	316350	74	20.4463029629847
945	chrII	316598	316614	+	316598	1.55202	0.620808	316598	316614	17	6.22082453490701
947	chrII	316925	316982	+	316925	2.793636	0.620808	316925	316982	58	13.3622661965376
951	chrII	318157	318253	+	318213	481.126046	179.103051	318204	318237	34	14.5390099839496
952	chrII	318364	318422	+	318421	8.070502	3.414443	318390	318422	33	8.71335644463762
953	chrII	318579	318579	+	318579	2.172827	2.172827	318579	318579	1	0
954	chrII	318727	318749	+	318748	4.966463	3.104039	318748	318749	2	0.918295905645776
956	chrII	319374	319463	+	319442	5.276868	1.241616	319383	319442	60	18.0547936482997
957	chrII	319545	319652	+	319617	5.276868	1.241616	319565	319652	88	19.3782948559119
958	chrII	319688	319839	+	319764	16.141007	3.724847	319733	319838	106	25.3384925958227
959	chrII	320052	320065	+	320052	2.172827	1.862423	320052	320065	14	2.25270891285753
960	chrII	321166	321276	+	321166	5.587272	1.241616	321166	321276	111	20.9678976558274
962	chrII	321779	321813	+	321779	2.483232	0.620808	321779	321813	35	11.5408867881262
964	chrII	324267	324470	+	324413	12.416159	2.172827	324307	324413	107	22.9433169383078
965	chrII	325510	325544	+	325512	1.862424	0.620808	325510	325544	35	11.5492432487403
966	chrII	325651	325754	+	325702	28.557162	6.828886	325670	325730	61	19.9187764600454
968	chrII	325893	325958	+	325911	5.276867	1.862423	325893	325950	58	16.0125500458668
969	chrII	326043	326187	+	326055	27.005142	5.276866	326055	326117	63	21.3159291905591
970	chrII	326243	326351	+	326316	69.530479	10.243329	326267	326332	66	23.4540319513051
971	chrII	326939	327001	+	326963	4.65606	0.620808	326948	326993	46	17.0404929979252
972	chrII	327117	327188	+	327117	1.862424	0.310404	327117	327188	72	15.9490247609903
973	chrII	327907	327915	+	327907	1.55202	0.931212	327907	327915	9	4.34581056510405
974	chrII	329292	329320	+	329299	2.172828	0.931212	329292	329320	29	8.9502032708287
976	chrII	329844	329943	+	329915	25.142718	8.070501	329890	329943	54	15.6464048612654
978	chrII	331297	331297	+	331297	1.55202	1.55202	331297	331297	1	0
979	chrII	331420	331423	+	331420	1.55202	0.931212	331420	331423	4	2.74190118890934
980	chrII	331620	332118	+	331780	367.518231	71.392897	331772	331965	194	27.106808953161
982	chrII	332644	332821	+	332811	24315.489563	8844.959149	332802	332820	19	10.0673042700374
985	chrII	333391	333493	+	333456	200.520924	72.013705	333415	333465	51	16.5175268825028
986	chrII	333543	333565	+	333558	154.27074	93.741978	333543	333559	17	6.20183590372706
987	chrII	333904	333906	+	333904	1.241616	0.620808	333904	333906	3	1.58496250072116
988	chrII	334185	334264	+	334193	6.828887	2.483231	334187	334232	46	13.5952555648162
990	chrII	336296	336306	+	336300	1.55202	0.931212	336296	336306	11	4.74270983404608
991	chrII	336476	336591	+	336516	19.865853	4.345655	336503	336577	75	21.9546306186976
992	chrII	337187	337249	+	337198	23.280294	13.968176	337193	337210	18	6.55085812553992
994	chrII	337593	337602	+	337602	1.241616	0.620808	337593	337602	10	4.98289214233104
996	chrII	338160	338179	+	338160	2.483232	1.241616	338160	338179	20	7.56337416605288
997	chrII	338539	338585	+	338560	1.862424	0.931212	338539	338585	47	9.95649637009406
998	chrII	338712	338789	+	338767	4.656059	2.172827	338714	338784	71	12.51437376416
1000	chrII	339511	339816	+	339729	28.557164	4.656059	339570	339749	180	29.0496868635375
1002	chrII	340959	341010	+	340994	28.867565	15.830599	340977	340994	18	6.27098255279029
1004	chrII	341441	341497	+	341450	12.105753	5.276866	341446	341465	20	8.25711342852756
1005	chrII	341592	341657	+	341631	5.587272	1.55202	341598	341653	56	14.3860783464479
1006	chrII	341751	341798	+	341751	2.172828	0.931212	341751	341798	48	11.8852764809452
1007	chrII	341981	342001	+	342001	2.483232	1.241616	341981	342001	21	7.68655548986283
1009	chrII	342503	342802	+	342787	8245.258821	3833.488173	342775	342791	17	8.62086871840823
1010	chrII	342915	343392	+	342945	84.74028	8.380905	342945	343284	340	45.9817396046115
1012	chrII	343436	343838	+	343605	150.856312	26.694735	343548	343785	238	37.6982114001757
1015	chrII	343877	344212	+	344110	87.844311	12.105752	343891	344113	223	36.9468736751526
1016	chrII	344260	344322	+	344295	68.599265	17.382618	344267	344311	45	19.2527803344548
1017	chrII	346925	346943	+	346927	3.414443	2.483231	346927	346934	8	1.50977536228347
1018	chrII	347080	347101	+	347080	2.483232	0.931212	347080	347101	22	8.07727093835912
1019	chrII	347754	348163	+	347809	884.340723	410.353957	347808	347874	67	14.605409635764
1020	chrII	348242	348485	+	348428	17.382622	2.793635	348270	348461	192	31.131266341686
1021	chrII	348524	348820	+	348549	42.835746	4.656059	348549	348776	228	38.6908997793324
1022	chrII	348869	348932	+	348873	5.587272	1.55202	348873	348924	52	14.5648317316049
1023	chrII	348988	349092	+	349044	30.109182	10.864137	348992	349052	61	17.6025496579236
1024	chrII	349586	349609	+	349604	5.587272	1.55202	349589	349609	21	11.1415886305282
1025	chrII	349968	350106	+	350030	17.693024	4.966462	350015	350099	85	18.5983645326687
1026	chrII	350140	350270	+	350182	23.901104	6.828886	350176	350217	42	15.5425661655981
1027	chrII	350816	350819	+	350816	1.241616	0.931212	350816	350819	4	1.62255624891827
1028	chrII	351109	351257	+	351228	1048.23398	330.580154	351211	351246	36	12.9123863590056
1029	chrII	351329	351545	+	351450	97.777237	15.209791	351357	351504	148	33.6700178021704
1030	chrII	352168	352180	+	352168	1.241616	0.310404	352168	352180	13	7.40087943628218
1031	chrII	353550	353568	+	353568	1.241616	0.620808	353550	353568	19	6.37189127016538
1034	chrII	356194	356306	+	356254	9.001715	1.862423	356194	356292	99	19.5573163101613
1035	chrII	356361	356387	+	356375	2.793636	1.55202	356361	356387	27	7.88238017206049
1036	chrII	356800	356906	+	356800	3.414444	0.620808	356800	356897	98	18.0047645642252
1038	chrII	360217	360266	+	360266	1.241616	0.620808	360217	360266	50	8.46578428466209
1039	chrII	360579	360710	+	360612	13.34737	5.897674	360589	360670	82	16.3587816757117
1040	chrII	362281	362330	+	362330	2.172828	0.620808	362281	362330	50	14.2317771138137
1041	chrII	362798	362910	+	362864	271.603418	58.355933	362841	362889	49	17.5355591264587
1042	chrII	363310	363417	+	363389	5.897675	2.793635	363310	363417	108	15.4389758986938
1044	chrII	363929	363954	+	363929	1.55202	0.310404	363929	363954	26	10.9140830398762
1045	chrII	365856	365931	+	365921	21.417871	7.13929	365876	365921	46	12.4441606964729
1046	chrII	366750	366800	+	366800	12.726563	2.172827	366750	366800	51	20.3763334538215
1047	chrII	369941	370043	+	369956	9.622524	1.55202	369956	370039	84	20.8861032391451
1048	chrII	370093	370102	+	370093	4.035251	1.862423	370093	370102	10	5.07004296490591
1049	chrII	370478	370548	+	370548	361.620547	100.881268	370525	370548	24	13.2376005139827
1051	chrII	371387	371507	+	371463	46.250185	10.864137	371420	371470	51	17.861108157028
1053	chrII	371756	371813	+	371756	7.449695	2.172827	371756	371810	55	15.9040249810741
1054	chrII	371868	372176	+	371952	38.179686	9.622521	371896	372066	171	29.5841887183479
1056	chrII	372756	372781	+	372781	2.793636	1.241616	372756	372781	26	8.63278842278645
1057	chrII	373434	373523	+	373523	18.624236	3.724847	373441	373523	83	21.7738540739222
1059	chrII	373760	373805	+	373762	4.966463	2.483231	373762	373786	25	7.47928995889569
1060	chrII	373966	374016	+	373990	2.483232	1.241616	373966	374016	51	9.92674434845012
1062	chrII	375902	375959	+	375916	5.587271	2.483231	375910	375949	40	12.6395806987703
1063	chrII	376318	376386	+	376377	3.724848	0.931212	376324	376379	56	15.3688125542021
1064	chrII	376423	376543	+	376526	17.072217	6.828886	376475	376526	52	14.3403387539241
1065	chrII	376700	376727	+	376700	2.172828	1.241616	376700	376727	28	6.62830161386254
1067	chrII	378773	378796	+	378773	2.483232	1.241616	378773	378796	24	6.44480238987141
1069	chrII	379142	379300	+	379158	18.624237	4.966462	379149	379296	148	24.8065153665232
1071	chrII	379362	379476	+	379387	7.139291	2.793635	379376	379466	91	16.8907341919207
1072	chrII	380186	380383	+	380339	698.719188	241.494235	380328	380358	31	13.4222646708826
1073	chrII	380416	380562	+	380435	463.433029	194.93365	380435	380456	22	9.73547275807665
1076	chrII	381004	381134	+	381036	15.520199	2.483231	381011	381116	106	25.0099404659262
1077	chrII	381342	381376	+	381342	3.414444	1.241616	381342	381356	15	5.94600656110783
1078	chrII	381527	381546	+	381532	8.380905	5.276866	381527	381546	20	6.18362812094758
1080	chrII	381639	381968	+	381956	3077.344283	2295.126441	381953	381959	7	2.23813575436584
1081	chrII	382063	382382	+	382106	358.82692	144.958622	382106	382181	76	18.2197579570171
1082	chrII	382430	382478	+	382471	6.518483	3.104039	382430	382471	42	10.6402754641701
1083	chrII	383073	383159	+	383140	738.761286	295.814917	383137	383158	22	11.0200380296435
1084	chrII	383368	383393	+	383369	9.622521	8.691309	383369	383369	1	0
1085	chrII	383457	383560	+	383558	22.969891	10.553733	383491	383558	68	13.6381403730331
1086	chrII	383745	383762	+	383760	5.276867	3.414443	383757	383762	6	3.86876074492371
1089	chrII	384537	384614	+	384552	5.897675	1.862423	384551	384613	63	15.900341475604
1090	chrII	384775	384779	+	384776	3.10404	1.55202	384775	384777	3	2.14230523683856
1091	chrII	385337	385391	+	385342	4.035252	1.55202	385342	385365	24	10.1886650431166
1092	chrII	385429	385572	+	385487	7.139292	1.241616	385444	385562	119	24.3743843915409
1093	chrII	385608	385692	+	385681	3.724848	1.241616	385608	385692	85	16.568035222378
1094	chrII	386224	386286	+	386281	1145.079995	652.779403	386260	386283	24	9.48306520417272
1095	chrII	386469	386473	+	386472	30.729987	18.31383	386470	386472	3	1.60377122090873
1096	chrII	386730	386735	+	386734	12.72656	7.13929	386733	386735	3	2.23106740713696
1098	chrII	386951	386980	+	386979	5.276867	4.656059	386979	386979	1	0
1099	chrII	387073	387105	+	387101	1.55202	0.620808	387073	387105	33	9.69496277967961
1102	chrII	387557	387588	+	387586	3.10404	0.931212	387584	387588	5	4.5856628696874
1103	chrII	387757	387761	+	387758	2.483232	1.55202	387757	387761	5	3.01570846229821
1104	chrII	387913	387916	+	387916	1.241616	0.931212	387913	387916	4	1.62255624891827
1105	chrII	388081	388116	+	388100	4.035252	1.55202	388082	388115	34	11.3053170665298
1106	chrII	388227	388356	+	388313	11.174543	2.172827	388245	388328	84	23.3396983392035
1107	chrII	388460	388551	+	388524	17.382622	6.208078	388491	388525	35	15.0280471750803
1108	chrII	388608	388627	+	388627	1.862424	0.620808	388608	388627	20	9.73137935780127
1109	chrII	388663	388784	+	388770	9.001715	4.345655	388703	388776	74	13.9187512264325
1110	chrII	389007	389034	+	389027	1.241616	0.620808	389007	389034	28	7.21103238308641
1111	chrII	390110	390125	+	390125	2.172828	1.55202	390110	390125	16	4.59533941712367
1112	chrII	390677	390685	+	390677	1.55202	0.620808	390677	390685	9	4.82439791838092
1113	chrII	390779	390779	+	390779	1.241616	1.241616	390779	390779	1	0
1114	chrII	390952	391041	+	391002	7.760099	2.483231	390988	391009	22	10.9327811598118
1116	chrII	391869	391937	+	391919	21.417871	8.380905	391892	391922	31	11.4368546017281
1118	chrII	392127	392174	+	392138	5.587271	4.345655	392138	392160	23	3.02429311390777
1119	chrII	392805	392962	+	392962	5124.768408	1822.070897	392947	392962	16	7.84798303242284
1120	chrII	393063	393181	+	393181	203.004159	80.39461	393072	393181	110	22.9645098175244
1121	chrII	393461	393678	+	393642	258.876865	34.144429	393476	393652	177	35.1536456737377
1123	chrII	393726	394532	+	394410	279.673948	14.899387	393830	394410	581	59.3410323992689
1124	chrII	394566	394827	+	394708	47.181403	5.58727	394599	394794	196	37.1086175169218
1126	chrII	401132	401151	+	401139	2.172828	0.620808	401132	401151	20	8.42867631434334
1127	chrII	406101	406244	+	406116	30.109182	6.828886	406108	406229	122	24.6813381351852
1129	chrII	406553	406782	+	406616	15.830603	2.172827	406562	406703	142	29.1201531867539
1132	chrII	407339	407363	+	407363	6.518482	3.414443	407358	407363	6	2.53828008017708
1133	chrII	407513	407659	+	407637	107.089349	17.382618	407555	407648	94	24.5556030531099
1134	chrII	407775	407848	+	407839	2.793636	0.620808	407775	407848	74	18.303622943302
1136	chrII	408116	408257	+	408154	5.276868	1.55202	408126	408244	119	19.4152694658215
1137	chrII	408373	408394	+	408394	1.55202	1.241616	408373	408394	22	3.21938897272329
1138	chrII	408859	408990	+	408894	14.89939	2.172827	408868	408956	89	22.1955897991813
1140	chrII	409076	409196	+	409122	91.25875	21.728273	409093	409169	77	21.0412289880423
1141	chrII	409385	409457	+	409399	10.553735	3.724847	409396	409438	43	15.0358681672524
1142	chrII	409796	409858	+	409804	4.966464	0.931212	409796	409858	63	18.8621380124769
1143	chrII	409916	409926	+	409916	3.10404	1.241616	409916	409919	4	3.50543055795941
1144	chrII	410161	410208	+	410163	9.001713	4.966462	410163	410180	18	5.41171578479786
