cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene	inCoding
1105	chrII	388081	388116	+	388100	4.035252	1.55202	388082	388115	34	NA	YBR074W
1106	chrII	388227	388356	+	388313	11.174543	2.172827	388245	388328	84	NA	YBR074W
1107	chrII	388460	388551	+	388524	17.382622	6.208078	388491	388525	35	NA	YBR074W
1108	chrII	388608	388627	+	388627	1.862424	0.620808	388608	388627	20	NA	YBR074W
1109	chrII	388663	388784	+	388770	9.001715	4.345655	388703	388776	74	NA	YBR074W
1110	chrII	389007	389034	+	389027	1.241616	0.620808	389007	389034	28	NA	YBR074W
1112	chrII	390677	390685	+	390677	1.55202	0.620808	390677	390685	9	NA	YBR076W
1113	chrII	390779	390779	+	390779	1.241616	1.241616	390779	390779	1	NA	YBR076W
1114	chrII	390952	391041	+	391002	7.760099	2.483231	390988	391009	22	NA	YBR076W
1116	chrII	391869	391937	+	391919	21.417871	8.380905	391892	391922	31	NA	NA
1120	chrII	393063	393181	+	393181	203.004159	80.39461	393072	393181	110	NA	YBR078W
1121	chrII	393461	393678	+	393642	258.876865	34.144429	393476	393652	177	NA	YBR078W
1123	chrII	393726	394532	+	394410	279.673948	14.899387	393830	394410	581	NA	YBR078W
1124	chrII	394566	394827	+	394708	47.181403	5.58727	394599	394794	196	NA	YBR078W
1126	chrII	401132	401151	+	401139	2.172828	0.620808	401132	401151	20	NA	NA
1127	chrII	406101	406244	+	406116	30.109182	6.828886	406108	406229	122	NA	NA
1129	chrII	406553	406782	+	406616	15.830603	2.172827	406562	406703	142	NA	NA
1132	chrII	407339	407363	+	407363	6.518482	3.414443	407358	407363	6	NA	NA
1133	chrII	407513	407659	+	407637	107.089349	17.382618	407555	407648	94	NA	NA
1134	chrII	407775	407848	+	407839	2.793636	0.620808	407775	407848	74	NA	NA
1136	chrII	408116	408257	+	408154	5.276868	1.55202	408126	408244	119	NA	NA
1141	chrII	409385	409457	+	409399	10.553735	3.724847	409396	409438	43	NA	YBR083W
1142	chrII	409796	409858	+	409804	4.966464	0.931212	409796	409858	63	NA	YBR083W
1143	chrII	409916	409926	+	409916	3.10404	1.241616	409916	409919	4	NA	YBR083W
1144	chrII	410161	410208	+	410163	9.001713	4.966462	410163	410180	18	NA	YBR083W
1145	chrII	410345	410367	+	410366	1.241616	0.620808	410345	410367	23	NA	YBR083W
1147	chrII	411256	411288	+	411279	18.313831	13.968176	411278	411279	2	NA	YBR084W
1148	chrII	411491	411560	+	411558	12.416157	4.035251	411508	411559	52	NA	YBR084W
1149	chrII	411633	411926	+	411887	14.588987	2.172827	411672	411887	216	NA	YBR084W
1150	chrII	412142	412333	+	412146	22.969893	5.58727	412146	412317	172	NA	YBR084W
1151	chrII	412383	412512	+	412469	37.248472	7.13929	412395	412470	76	NA	YBR084W
1152	chrII	412594	412628	+	412628	6.208078	2.172827	412596	412628	33	NA	YBR084W
1153	chrII	412780	412819	+	412801	4.656059	2.172827	412788	412801	14	NA	YBR084W
1154	chrII	412943	412960	+	412957	1.55202	0.620808	412943	412960	18	NA	YBR084W
1155	chrII	413025	413647	+	413377	67.668068	6.518482	413110	413558	449	NA	YBR084W
1156	chrII	413682	413687	+	413684	8.380905	4.966462	413684	413685	2	NA	YBR084W
1158	chrII	416194	416215	+	416194	3.724847	3.104039	416194	416213	20	NA	YBR085W
1159	chrII	416309	416345	+	416317	2.483232	0.620808	416309	416345	37	NA	YBR085W
1160	chrII	416424	416445	+	416445	1.55202	0.931212	416424	416445	22	NA	YBR085W
1161	chrII	416536	416565	+	416563	1.862424	0.931212	416536	416565	30	NA	YBR085W
1162	chrII	417355	417394	+	417394	7.760098	6.518482	417365	417394	30	NA	NA
1164	chrII	418148	418188	+	418188	1.55202	0.931212	418148	418188	41	NA	NA
1165	chrII	418307	418398	+	418375	77.911382	38.490084	418343	418395	53	NA	NA
1167	chrII	419392	419603	+	419580	9.932927	1.862423	419423	419599	177	NA	NA
1168	chrII	419767	419851	+	419767	5.897675	1.862423	419767	419835	69	NA	NA
1169	chrII	419896	419912	+	419911	1.55202	0.931212	419896	419912	17	NA	NA
1170	chrII	420071	420187	+	420184	36.938067	6.208078	420119	420184	66	NA	NA
1171	chrII	420226	420329	+	420289	5.276868	1.55202	420226	420301	76	NA	NA
1172	chrII	420511	420537	+	420511	1.862424	0.931212	420511	420537	27	NA	NA
1176	chrII	423902	423917	+	423905	2.172828	1.241616	423902	423917	16	NA	YBR087W
1177	chrII	424176	424293	+	424191	10.553735	1.862423	424191	424286	96	NA	YBR087W
1178	chrII	424351	424351	+	424351	1.241616	1.241616	424351	424351	1	NA	YBR087W
1183	chrII	425802	425829	+	425813	1.55202	0.620808	425802	425829	28	NA	NA
1184	chrII	427116	427208	+	427134	47.181396	13.347368	427129	427153	25	NA	NA
1185	chrII	427714	427764	+	427716	12.726561	3.414443	427716	427751	36	NA	NA
1186	chrII	429553	429598	+	429566	10.864138	4.035251	429561	429582	22	NA	NA
1191	chrII	432179	432183	+	432179	3.414443	1.862423	432179	432181	3	NA	YBR094W
1193	chrII	432548	432656	+	432591	4.966464	0.931212	432549	432656	108	NA	YBR094W
1194	chrII	432969	432990	+	432990	1.862424	0.931212	432969	432990	22	NA	YBR094W
1195	chrII	433155	433201	+	433157	5.587271	2.793635	433156	433201	46	NA	YBR094W
1196	chrII	433266	433269	+	433269	1.862424	0.931212	433266	433269	4	NA	YBR094W
1197	chrII	433377	433431	+	433431	3.414444	0.931212	433377	433431	55	NA	YBR094W
1200	chrII	433899	433982	+	433936	3.724848	0.620808	433900	433973	74	NA	YBR094W
1202	chrII	434293	434320	+	434320	1.241616	0.620808	434293	434320	28	NA	NA
1204	chrII	436046	436256	+	436093	25.142721	7.13929	436057	436243	187	NA	YBR096W
1206	chrII	436287	436456	+	436317	10.553736	1.241616	436306	436454	149	NA	YBR096W
1208	chrII	437080	437098	+	437096	4.035251	2.172827	437080	437098	19	NA	YBR097W
1209	chrII	437551	437553	+	437551	1.241616	0.931212	437551	437553	3	NA	YBR097W
1210	chrII	437723	437743	+	437738	2.793636	0.931212	437723	437743	21	NA	YBR097W
1211	chrII	438052	438061	+	438053	4.035251	2.793635	438053	438056	4	NA	YBR097W
1212	chrII	439255	439307	+	439290	3.10404	1.241616	439273	439290	18	NA	YBR097W
1214	chrII	439572	439610	+	439573	5.276867	2.483231	439572	439605	34	NA	YBR097W
1216	chrII	440103	440175	+	440155	4.345656	1.241616	440129	440158	30	NA	YBR097W
1217	chrII	440269	440301	+	440297	1.241616	0.620808	440269	440301	33	NA	YBR097W
1219	chrII	441443	441539	+	441517	76.04896	18.31383	441467	441517	51	NA	YBR098W
1222	chrII	441953	442022	+	441972	4.966463	1.862423	441963	442022	60	NA	YBR098W
1223	chrII	442231	442238	+	442231	1.241616	0.620808	442231	442238	8	NA	YBR098W
1224	chrII	442432	442450	+	442432	2.172828	1.55202	442432	442450	19	NA	YBR098W
1227	chrII	442799	442890	+	442819	3.10404	1.241616	442819	442868	50	NA	YBR098W
1228	chrII	443100	443110	+	443103	1.241616	0.620808	443100	443110	11	NA	YBR098W
1229	chrII	443401	443425	+	443404	1.241616	0.620808	443401	443425	25	NA	YBR098W
1230	chrII	444981	445140	+	445038	24.211507	3.414443	444995	445107	113	NA	NA
1233	chrII	447686	447826	+	447741	28.557163	3.414443	447687	447775	89	NA	YBR103W
1234	chrII	447861	447878	+	447877	2.172828	1.241616	447861	447878	18	NA	YBR103W
1235	chrII	448063	448074	+	448074	3.414444	1.55202	448064	448074	11	NA	YBR103W
1236	chrII	448288	448321	+	448290	2.483232	0.931212	448288	448321	34	NA	YBR103W
1237	chrII	448655	448689	+	448671	2.172828	0.931212	448655	448689	35	NA	YBR103W
1239	chrII	449935	450002	+	449956	8.691311	2.483231	449937	449997	61	NA	YBR104W
1240	chrII	450039	450123	+	450058	9.001714	3.104039	450058	450119	62	NA	YBR104W
1241	chrII	450267	450268	+	450267	4.345655	2.793635	450267	450268	2	NA	YBR104W
1242	chrII	450382	450417	+	450417	1.862424	0.931212	450382	450417	36	NA	YBR104W
1246	chrII	452778	452977	+	452894	262.60171	26.384332	452818	452948	131	NA	YBR106W
1247	chrII	453579	453648	+	453602	26.384335	12.72656	453596	453618	23	NA	NA
1254	chrII	455267	455371	+	455352	6.828888	1.55202	455269	455353	85	NA	YBR108W
1255	chrII	455459	455460	+	455459	3.724846	1.862423	455459	455460	2	NA	YBR108W
1257	chrII	455715	455777	+	455750	3.10404	0.931212	455727	455774	48	NA	YBR108W
1258	chrII	455854	455894	+	455854	1.862424	0.931212	455854	455894	41	NA	YBR108W
1260	chrII	456180	456366	+	456243	6.828888	1.55202	456204	456320	117	NA	YBR108W
1261	chrII	456605	456623	+	456605	1.241616	0.931212	456605	456623	19	NA	YBR108W
1262	chrII	456868	456894	+	456888	2.172828	1.241616	456868	456894	27	NA	YBR108W
1263	chrII	457146	457156	+	457152	1.55202	0.931212	457146	457156	11	NA	YBR108W
1264	chrII	457393	457395	+	457395	2.172827	1.862423	457393	457395	3	NA	YBR108W
1265	chrII	457527	457558	+	457531	2.172828	0.931212	457527	457558	32	NA	YBR108W
1270	chrII	458926	459211	+	459178	34.765242	5.276866	458934	459178	245	NA	YBR110W
1271	chrII	459245	459354	+	459288	11.484948	1.55202	459254	459333	80	NA	YBR110W
1272	chrII	459531	459664	+	459538	7.139292	1.241616	459536	459636	101	NA	YBR110W
1273	chrII	459725	459878	+	459800	9.622523	2.483231	459781	459839	59	NA	YBR110W
1278	chrII	462479	462587	+	462529	4.65606	0.620808	462507	462585	79	NA	YBR111W-A
1279	chrII	465844	465890	+	465870	1.862424	0.620808	465844	465890	47	NA	YBR113W
1280	chrII	466127	466213	+	466161	7.139291	2.483231	466127	466176	50	NA	NA
1283	chrII	469313	469353	+	469345	2.793636	0.931212	469313	469353	41	NA	YBR114W
1284	chrII	474245	474344	+	474297	18.313832	2.793635	474283	474344	62	NA	NA
1285	chrII	474536	474672	+	474536	10.553735	1.862423	474536	474669	134	NA	NA
1287	chrII	476245	476245	+	476245	23.590696	23.590696	476245	476245	1	NA	NA
1293	chrII	477801	477870	+	477845	2.172828	0.620808	477801	477870	70	NA	YBR118W
1295	chrII	478296	478496	+	478436	219.145168	25.45312	478397	478494	98	NA	YBR118W
1296	chrII	478671	478717	+	478716	1.55202	0.620808	478671	478717	47	NA	YBR118W
1299	chrII	479411	479529	+	479465	13.34737	2.172827	479420	479514	95	NA	YBR119W
1300	chrII	479685	479779	+	479731	20.48666	3.414443	479687	479771	85	NA	YBR119W
1301	chrII	479817	479910	+	479910	6.20808	1.55202	479846	479910	65	NA	YBR119W
1304	chrII	483665	483713	+	483680	1.55202	0.620808	483665	483713	49	NA	NA
1305	chrII	483779	483846	+	483793	12.105754	2.172827	483782	483842	61	NA	NA
1306	chrII	483893	483933	+	483897	9.622521	2.483231	483897	483912	16	NA	NA
1311	chrII	488481	488519	+	488481	2.172828	1.241616	488481	488519	39	NA	NA
1313	chrII	488732	488786	+	488756	18.624236	5.276866	488751	488784	34	NA	NA
1314	chrII	488865	488923	+	488884	5.587271	2.793635	488865	488898	34	NA	NA
1317	chrII	491163	491232	+	491208	4.656059	2.793635	491169	491208	40	NA	NA
1318	chrII	493015	493225	+	493059	47.802207	7.13929	493055	493190	136	NA	NA
1320	chrII	493383	493446	+	493425	4.035252	1.241616	493391	493446	56	NA	NA
1321	chrII	494434	494453	+	494434	2.172828	0.931212	494434	494453	20	NA	NA
1322	chrII	495562	495609	+	495579	15.830601	6.828886	495579	495594	16	NA	NA
1324	chrII	497545	497573	+	497556	1.55202	0.620808	497545	497573	29	NA	YBR131W
1326	chrII	497807	497879	+	497847	7.760099	2.793635	497837	497858	22	NA	YBR131W
1329	chrII	498487	498489	+	498487	1.241616	0.620808	498487	498489	3	NA	YBR131W
1333	chrII	501826	501906	+	501828	14.278582	2.172827	501828	501906	79	NA	NA
1334	chrII	502008	502025	+	502025	1.241616	0.931212	502008	502025	18	NA	NA
1335	chrII	502180	502219	+	502180	1.55202	0.620808	502180	502219	40	NA	NA
1336	chrII	502298	502304	+	502304	1.55202	1.241616	502298	502304	7	NA	NA
1339	chrII	505036	505132	+	505080	48.733416	22.038677	505075	505118	44	NA	YBR135W
1343	chrII	507201	507207	+	507206	1.241616	0.620808	507201	507207	7	NA	YBR136W
1344	chrII	509242	509271	+	509243	2.483232	1.55202	509242	509271	30	NA	YBR136W
1346	chrII	509420	509529	+	509499	4.035252	1.241616	509439	509502	64	NA	YBR136W
1347	chrII	509835	509918	+	509888	3.414444	0.620808	509837	509912	76	NA	YBR136W
1348	chrII	510638	510638	+	510638	1.241616	1.241616	510638	510638	1	NA	YBR136W
1349	chrII	511118	511151	+	511120	1.862424	0.931212	511118	511151	34	NA	YBR136W
1350	chrII	511280	511296	+	511280	1.241616	0.620808	511280	511296	17	NA	YBR136W
1352	chrII	512275	512337	+	512304	1.862424	0.620808	512275	512337	63	NA	YBR136W
1353	chrII	512478	512538	+	512485	5.587271	2.172827	512478	512538	61	NA	YBR136W
1356	chrII	513089	513395	+	513247	127.265611	17.382618	513129	513367	239	NA	YBR137W
1359	chrII	515760	516109	+	515950	35.696457	4.345655	515831	516055	225	NA	YBR139W
1360	chrII	516235	516385	+	516313	8.691311	2.172827	516235	516375	141	NA	YBR139W
1361	chrII	516465	516507	+	516474	6.518483	2.483231	516465	516499	35	NA	YBR139W
1362	chrII	516591	516934	+	516823	25.763529	5.276866	516664	516900	237	NA	YBR139W
1364	chrII	517093	517110	+	517109	3.104039	2.172827	517093	517110	18	NA	YBR139W
1366	chrII	527125	527261	+	527184	70.461688	23.9011	527137	527211	75	NA	YBR141W-A
1368	chrII	528399	528491	+	528440	8.380908	1.55202	528407	528483	77	NA	YBR142W
1370	chrII	528939	528955	+	528954	9.622522	6.208078	528953	528955	3	NA	YBR142W
1372	chrII	529237	529328	+	529322	6.518484	1.55202	529254	529322	69	NA	YBR142W
1374	chrII	529375	529682	+	529589	11.174543	1.862423	529412	529666	255	NA	YBR142W
1375	chrII	529921	529966	+	529956	7.760099	2.483231	529940	529958	19	NA	YBR142W
1377	chrII	530213	530320	+	530253	9.312119	2.793635	530233	530313	81	NA	YBR142W
1378	chrII	532457	532536	+	532505	94.362789	27.005139	532468	532520	53	NA	NA
1382	chrII	533810	533934	+	533843	30.419586	7.13929	533827	533920	94	NA	YBR145W
1383	chrII	533964	534026	+	534018	19.245045	2.793635	533976	534018	43	NA	YBR145W
1384	chrII	534200	534420	+	534363	78.842598	10.864137	534303	534416	114	NA	YBR145W
1385	chrII	534683	534683	+	534683	1.862423	1.862423	534683	534683	1	NA	YBR145W
1387	chrII	535289	535545	+	535542	22.038681	4.966462	535290	535542	253	NA	YBR146W
1388	chrII	535703	535783	+	535739	6.828888	1.241616	535708	535782	75	NA	YBR146W
1389	chrII	535898	535962	+	535913	9.312119	4.035251	535911	535932	22	NA	YBR146W
1393	chrII	536760	536763	+	536763	1.55202	0.931212	536760	536763	4	NA	YBR147W
1396	chrII	538134	538214	+	538148	2.793636	0.620808	538134	538214	81	NA	YBR148W
1397	chrII	538302	538368	+	538314	3.414444	1.241616	538302	538341	40	NA	YBR148W
1399	chrII	538457	538563	+	538550	17.693025	3.724847	538488	538563	76	NA	YBR148W
1400	chrII	538707	538767	+	538734	11.484947	3.724847	538724	538763	40	NA	YBR148W
1401	chrII	539036	539046	+	539046	1.241616	0.931212	539036	539046	11	NA	YBR148W
1402	chrII	539242	539246	+	539246	1.862424	1.55202	539242	539246	5	NA	YBR148W
1403	chrII	539322	539364	+	539347	2.793636	1.241616	539322	539364	43	NA	YBR148W
1404	chrII	539460	539522	+	539477	19.245044	4.345655	539460	539490	31	NA	YBR148W
1407	chrII	540837	540859	+	540859	1.862424	0.931212	540837	540859	23	NA	YBR149W
1408	chrII	541242	541266	+	541247	1.862424	0.620808	541242	541266	25	NA	NA
1410	chrII	545048	545255	+	545095	76.35937	15.520195	545061	545199	139	NA	YBR151W
1411	chrII	545296	545322	+	545299	5.276866	1.862423	545299	545316	18	NA	YBR151W
1412	chrII	545352	545460	+	545460	19.245045	5.897674	545388	545460	73	NA	YBR151W
1413	chrII	545709	545791	+	545735	13.036966	3.104039	545732	545765	34	NA	YBR151W
1415	chrII	546285	546440	+	546378	40.042108	6.208078	546307	546409	103	NA	YBR152W
1416	chrII	546497	546673	+	546560	17.07222	1.55202	546511	546652	142	NA	YBR152W
1417	chrII	546734	546781	+	546775	3.414444	1.55202	546734	546775	42	NA	YBR152W
1420	chrII	547645	547715	+	547699	2.483232	0.620808	547645	547715	71	NA	YBR153W
1421	chrII	547887	547955	+	547937	22.659487	9.932925	547927	547951	25	NA	YBR153W
1424	chrII	549927	550321	+	550096	56.803921	8.691309	549975	550290	316	NA	YBR155W
1426	chrII	550503	550548	+	550522	4.345655	2.172827	550506	550545	40	NA	YBR155W
1427	chrII	550599	550811	+	550751	12.105755	2.793635	550631	550792	162	NA	YBR155W
1428	chrII	553398	553432	+	553411	4.345656	1.55202	553398	553422	25	NA	NA
1430	chrII	553715	553754	+	553715	1.55202	0.310404	553715	553754	40	NA	NA
1431	chrII	553826	553846	+	553843	1.241616	0.620808	553826	553846	21	NA	NA
1434	chrII	554617	554680	+	554660	3.724848	0.931212	554629	554676	48	NA	NA
1435	chrII	554745	554780	+	554768	1.241616	0.620808	554745	554780	36	NA	NA
1436	chrII	554912	555155	+	555000	23.901105	4.035251	554929	555103	175	NA	NA
1437	chrII	555190	555301	+	555263	57.11432	14.278579	555245	555270	26	NA	NA
1438	chrII	555331	555611	+	555479	107.089353	21.417869	555443	555544	102	NA	NA
1442	chrII	556540	556644	+	556562	17.382621	9.001713	556562	556635	74	NA	YBR158W
1443	chrII	556678	556715	+	556715	6.518483	1.862423	556691	556715	25	NA	YBR158W
1444	chrII	556903	557067	+	557006	14.588987	4.345655	556908	557044	137	NA	YBR158W
1445	chrII	557266	557495	+	557366	33.213219	2.793635	557286	557424	139	NA	YBR158W
1446	chrII	557796	557851	+	557813	4.966464	1.241616	557811	557851	41	NA	YBR158W
1447	chrII	557968	557968	+	557968	1.241616	1.241616	557968	557968	1	NA	YBR158W
1448	chrII	558120	558122	+	558120	1.241616	0.931212	558120	558122	3	NA	YBR158W
1451	chrII	558855	558952	+	558933	10.864139	2.793635	558859	558933	75	NA	YBR159W
1452	chrII	559031	559131	+	559111	11.484947	2.172827	559052	559130	79	NA	YBR159W
1453	chrII	559231	559403	+	559402	48.423013	9.312117	559282	559402	121	NA	YBR159W
1455	chrII	560111	560228	+	560226	16.451409	4.966462	560120	560226	107	NA	YBR160W
1456	chrII	560351	560445	+	560445	9.001715	1.862423	560362	560445	84	NA	YBR160W
1457	chrII	560617	560765	+	560633	7.449696	1.241616	560630	560753	124	NA	YBR160W
1462	chrII	562261	562336	+	562335	5.276868	1.55202	562261	562336	76	NA	YBR161W
1464	chrII	562562	562640	+	562597	4.345656	1.241616	562564	562640	77	NA	YBR161W
1465	chrII	563200	563216	+	563201	1.862424	1.241616	563200	563216	17	NA	NA
1471	chrII	565929	566054	+	566054	16.761813	3.104039	565971	566054	84	NA	YBR163W
1473	chrII	566405	566405	+	566405	1.241616	1.241616	566405	566405	1	NA	YBR163W
1474	chrII	566603	566613	+	566612	2.172828	0.931212	566603	566613	11	NA	YBR163W
1475	chrII	566835	566857	+	566835	2.483232	0.620808	566835	566857	23	NA	YBR163W
1478	chrII	568866	569050	+	568970	24.832316	4.966462	568878	569013	136	NA	YBR165W
1480	chrII	569172	569416	+	569336	17.693027	2.793635	569226	569353	128	NA	YBR165W
1486	chrII	572419	572441	+	572441	2.483232	1.55202	572419	572441	23	NA	YBR168W
1488	chrII	572875	572904	+	572902	1.241616	0.620808	572875	572904	30	NA	YBR168W
1490	chrII	573159	573218	+	573159	2.172828	0.620808	573159	573218	60	NA	YBR168W
1491	chrII	576327	576393	+	576368	27.936354	9.001713	576327	576375	49	NA	NA
1494	chrII	578440	578748	+	578487	35.075649	3.414443	578487	578746	260	NA	YBR171W
1495	chrII	581089	581147	+	581128	2.172828	1.241616	581089	581147	59	NA	NA
1501	chrII	582688	582797	+	582785	5.897676	0.931212	582698	582792	95	NA	YBR175W
1502	chrII	582891	582974	+	582893	2.793636	0.620808	582891	582974	84	NA	YBR175W
1503	chrII	583104	583131	+	583131	1.862424	0.931212	583104	583131	28	NA	YBR175W
1505	chrII	583786	583842	+	583813	4.966463	2.172827	583786	583842	57	NA	YBR176W
1507	chrII	584197	584271	+	584198	4.65606	0.931212	584197	584255	59	NA	YBR176W
1510	chrII	586545	586632	+	586553	13.347369	5.897674	586553	586625	73	NA	NA
1514	chrII	591307	591310	+	591307	1.241616	0.931212	591307	591310	4	NA	YBR180W
1517	chrII	593263	593282	+	593266	3.724847	2.483231	593266	593277	12	NA	NA
1522	chrII	596530	596596	+	596530	3.724848	1.55202	596530	596576	47	NA	YBR183W
1523	chrII	596700	596752	+	596718	3.724847	1.862423	596708	596741	34	NA	YBR183W
1527	chrII	598605	598620	+	598606	4.345656	1.55202	598605	598620	16	NA	YBR184W
1531	chrII	602906	603179	+	603004	29.177971	3.104039	602911	603058	148	NA	YBR187W
1533	chrII	604761	604816	+	604799	4.035251	2.172827	604774	604815	42	NA	YBR189W
1534	chrII	604860	605300	+	605110	1027.126536	153.960335	605013	605173	161	NA	YBR189W
1537	chrII	606418	606431	+	606418	1.241616	0.620808	606418	606431	14	NA	YBR191W
1541	chrII	607640	607848	+	607828	17.693026	4.345655	607657	607837	181	NA	YBR192W
1542	chrII	608043	608128	+	608086	10.864138	5.58727	608063	608087	25	NA	YBR192W
1543	chrII	608206	608219	+	608213	2.483232	0.931212	608206	608219	14	NA	YBR192W
1544	chrII	608341	608391	+	608365	12.416157	4.345655	608342	608366	25	NA	YBR192W
1548	chrII	610231	610248	+	610231	2.483232	1.241616	610231	610248	18	NA	YBR194W
1549	chrII	611666	611726	+	611699	1.55202	0.620808	611666	611726	61	NA	NA
1550	chrII	614203	614245	+	614220	6.828887	3.414443	614217	614228	12	NA	NA
1551	chrII	614383	614580	+	614448	61.149573	9.312117	614391	614546	156	NA	NA
1552	chrII	614629	614667	+	614657	3.414444	0.931212	614629	614666	38	NA	NA
1553	chrII	615071	615088	+	615077	1.241616	0.620808	615071	615088	18	NA	NA
1554	chrII	615317	615453	+	615406	72.013708	25.45312	615397	615451	55	NA	NA
1556	chrII	615512	615839	+	615763	40.04211	5.897674	615578	615763	186	NA	NA
1561	chrII	618935	619627	+	619604	181.275894	18.31383	619131	619604	474	NA	YBR199W
1562	chrII	619756	619883	+	619768	19.555449	3.724847	619768	619879	112	NA	YBR199W
1564	chrII	620022	620129	+	620125	12.726563	1.862423	620033	620125	93	NA	YBR199W
1567	chrII	621229	621258	+	621230	4.035251	2.483231	621230	621251	22	NA	YBR200W
1568	chrII	621382	621412	+	621407	3.10404	1.55202	621385	621409	25	NA	YBR200W
1569	chrII	621694	621721	+	621694	2.172828	0.931212	621694	621721	28	NA	YBR200W
1570	chrII	621846	622050	+	621902	9.001716	0.931212	621879	622048	170	NA	YBR200W
1573	chrII	622333	622358	+	622358	2.172828	1.55202	622333	622358	26	NA	YBR200W
1576	chrII	623936	623954	+	623936	1.241616	0.620808	623936	623954	19	NA	YBR201W
1577	chrII	624081	624142	+	624095	1.862424	0.620808	624081	624142	62	NA	YBR201W
1578	chrII	624288	624323	+	624288	1.55202	0.310404	624288	624323	36	NA	NA
1584	chrII	625877	625919	+	625892	5.897674	2.172827	625877	625904	28	NA	YBR202W
1586	chrII	627424	627424	+	627424	1.862423	1.862423	627424	627424	1	NA	YBR202W
1588	chrII	627878	627911	+	627911	1.241616	0.620808	627878	627911	34	NA	YBR202W
1589	chrII	628073	628104	+	628089	3.104039	2.172827	628073	628104	32	NA	YBR202W
1590	chrII	628190	628214	+	628190	1.241616	0.931212	628190	628214	25	NA	YBR202W
1595	chrII	629638	629827	+	629732	17.382623	2.172827	629661	629801	141	NA	YBR203W
1596	chrII	629971	630265	+	630017	112.366221	12.105752	630003	630146	144	NA	YBR203W
1599	chrII	631242	631272	+	631253	5.897675	2.483231	631242	631269	28	NA	YBR203W
1600	chrII	631414	631450	+	631415	2.172828	0.620808	631414	631450	37	NA	YBR203W
1601	chrII	631560	631646	+	631634	16.451408	8.070501	631603	631644	42	NA	YBR203W
1604	chrII	633840	633886	+	633886	9.312117	2.483231	633845	633886	42	NA	YBR205W
1605	chrII	633987	634054	+	634010	2.483232	0.620808	633987	634054	68	NA	YBR205W
1609	chrII	635196	635286	+	635267	7.139292	0.931212	635197	635285	89	NA	YBR207W
1610	chrII	635364	635423	+	635374	8.070503	3.724847	635365	635404	40	NA	YBR207W
1611	chrII	635707	635709	+	635707	1.241616	0.931212	635707	635709	3	NA	YBR207W
1614	chrII	636219	636293	+	636221	4.345656	1.241616	636219	636275	57	NA	YBR207W
1616	chrII	641359	641416	+	641359	2.483232	0.620808	641359	641416	58	NA	NA
1618	chrII	641551	641554	+	641551	1.55202	0.931212	641551	641554	4	NA	NA
1620	chrII	643206	643303	+	643224	10.243332	1.241616	643220	643291	72	NA	NA
1621	chrII	644098	644134	+	644134	3.414443	1.862423	644107	644134	28	NA	NA
1622	chrII	644289	644390	+	644362	6.20808	1.55202	644306	644374	69	NA	NA
1625	chrII	645804	645838	+	645838	2.793636	1.55202	645804	645838	35	NA	YBR210W
1626	chrII	645990	646042	+	646010	5.897676	1.241616	646009	646042	34	NA	NA
1629	chrII	647930	648062	+	647963	7.449695	1.862423	647963	648049	87	NA	YBR212W
1630	chrII	648125	648227	+	648150	4.65606	0.931212	648125	648202	78	NA	YBR212W
1631	chrII	648303	648320	+	648306	11.484945	7.760098	648305	648306	2	NA	YBR212W
1632	chrII	648414	648423	+	648423	1.862424	0.931212	648414	648423	10	NA	YBR212W
1633	chrII	648653	648673	+	648672	2.483232	1.55202	648653	648673	21	NA	YBR212W
1634	chrII	648769	648794	+	648782	3.10404	0.931212	648782	648790	9	NA	YBR212W
1635	chrII	649207	649267	+	649221	4.035252	1.55202	649219	649254	36	NA	YBR212W
1636	chrII	649322	649402	+	649324	8.691311	3.104039	649324	649399	76	NA	YBR212W
1637	chrII	649560	649645	+	649567	10.553735	2.483231	649565	649645	81	NA	YBR212W
1638	chrII	649737	649787	+	649756	5.897674	2.172827	649756	649779	24	NA	YBR212W
1641	chrII	650632	650717	+	650683	3.10404	0.931212	650644	650700	57	NA	YBR213W
1643	chrII	651440	651865	+	651444	52.768671	8.380905	651444	651805	362	NA	YBR214W
1645	chrII	651895	652234	+	652068	41.59413	4.035251	651987	652168	182	NA	YBR214W
1646	chrII	652264	652457	+	652297	41.283724	10.553733	652297	652398	102	NA	YBR214W
1647	chrII	652489	652504	+	652502	51.216645	19.555446	652500	652502	3	NA	YBR214W
1648	chrII	652608	652827	+	652705	23.280298	4.345655	652612	652727	116	NA	YBR214W
1650	chrII	653476	653536	+	653499	3.414444	0.931212	653499	653534	36	NA	YBR215W
1651	chrII	653666	653683	+	653683	4.345655	3.104039	653672	653683	12	NA	YBR215W
1652	chrII	654073	654099	+	654073	1.241616	0.620808	654073	654099	27	NA	YBR215W
1653	chrII	654250	654276	+	654274	5.276867	2.172827	654250	654275	26	NA	YBR215W
1654	chrII	654556	654613	+	654595	3.724848	1.241616	654558	654595	38	NA	YBR215W
1658	chrII	657973	658011	+	658011	2.793636	1.241616	657973	658011	39	NA	YBR217W
1659	chrII	658175	658254	+	658178	4.035252	0.620808	658177	658254	78	NA	YBR217W
1662	chrII	661995	662019	+	661995	4.656059	1.862423	661995	662019	25	NA	NA
1664	chrII	665177	665177	+	665177	1.241616	1.241616	665177	665177	1	NA	NA
