cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width
790	chrII	350816	350819	+	350816	1.241616	0.931212	350816	350819	4
791	chrII	351109	351257	+	351228	1048.23398	330.580154	351211	351246	36
792	chrII	351329	351545	+	351450	97.777237	15.209791	351357	351504	148
793	chrII	352168	352180	+	352168	1.241616	0.310404	352168	352180	13
794	chrII	353550	353568	+	353568	1.241616	0.620808	353550	353568	19
795	chrII	356194	356306	+	356254	9.001715	1.862423	356194	356292	99
796	chrII	356361	356387	+	356375	2.793636	1.55202	356361	356387	27
797	chrII	356800	356906	+	356800	3.414444	0.620808	356800	356897	98
798	chrII	360217	360266	+	360266	1.241616	0.620808	360217	360266	50
799	chrII	360579	360710	+	360612	13.34737	5.897674	360589	360670	82
800	chrII	362281	362330	+	362330	2.172828	0.620808	362281	362330	50
801	chrII	362798	362910	+	362864	271.603418	58.355933	362841	362889	49
802	chrII	363310	363417	+	363389	5.897675	2.793635	363310	363417	108
803	chrII	363929	363954	+	363929	1.55202	0.310404	363929	363954	26
804	chrII	365856	365931	+	365921	21.417871	7.13929	365876	365921	46
805	chrII	366750	366800	+	366800	12.726563	2.172827	366750	366800	51
806	chrII	369941	370043	+	369956	9.622524	1.55202	369956	370039	84
807	chrII	370093	370102	+	370093	4.035251	1.862423	370093	370102	10
808	chrII	370478	370548	+	370548	361.620547	100.881268	370525	370548	24
809	chrII	371387	371507	+	371463	46.250185	10.864137	371420	371470	51
810	chrII	371756	371813	+	371756	7.449695	2.172827	371756	371810	55
811	chrII	371868	372176	+	371952	38.179686	9.622521	371896	372066	171
812	chrII	372756	372781	+	372781	2.793636	1.241616	372756	372781	26
813	chrII	373434	373523	+	373523	18.624236	3.724847	373441	373523	83
814	chrII	373760	373805	+	373762	4.966463	2.483231	373762	373786	25
815	chrII	373966	374016	+	373990	2.483232	1.241616	373966	374016	51
816	chrII	375902	375959	+	375916	5.587271	2.483231	375910	375949	40
817	chrII	376318	376386	+	376377	3.724848	0.931212	376324	376379	56
818	chrII	376423	376543	+	376526	17.072217	6.828886	376475	376526	52
819	chrII	376700	376727	+	376700	2.172828	1.241616	376700	376727	28
820	chrII	378773	378796	+	378773	2.483232	1.241616	378773	378796	24
821	chrII	379142	379300	+	379158	18.624237	4.966462	379149	379296	148
822	chrII	379362	379476	+	379387	7.139291	2.793635	379376	379466	91
823	chrII	380186	380383	+	380339	698.719188	241.494235	380328	380358	31
824	chrII	380416	380562	+	380435	463.433029	194.93365	380435	380456	22
825	chrII	381004	381134	+	381036	15.520199	2.483231	381011	381116	106
826	chrII	381342	381376	+	381342	3.414444	1.241616	381342	381356	15
827	chrII	381527	381546	+	381532	8.380905	5.276866	381527	381546	20
828	chrII	381639	381968	+	381956	3077.344283	2295.126441	381953	381959	7
829	chrII	382063	382382	+	382106	358.82692	144.958622	382106	382181	76
830	chrII	382430	382478	+	382471	6.518483	3.104039	382430	382471	42
831	chrII	383073	383159	+	383140	738.761286	295.814917	383137	383158	22
832	chrII	383368	383393	+	383369	9.622521	8.691309	383369	383369	1
833	chrII	383457	383560	+	383558	22.969891	10.553733	383491	383558	68
834	chrII	383745	383762	+	383760	5.276867	3.414443	383757	383762	6
835	chrII	384537	384614	+	384552	5.897675	1.862423	384551	384613	63
836	chrII	384775	384779	+	384776	3.10404	1.55202	384775	384777	3
837	chrII	385337	385391	+	385342	4.035252	1.55202	385342	385365	24
838	chrII	385429	385572	+	385487	7.139292	1.241616	385444	385562	119
839	chrII	385608	385692	+	385681	3.724848	1.241616	385608	385692	85
840	chrII	386224	386286	+	386281	1145.079995	652.779403	386260	386283	24
841	chrII	386469	386473	+	386472	30.729987	18.31383	386470	386472	3
842	chrII	386730	386735	+	386734	12.72656	7.13929	386733	386735	3
843	chrII	386951	386980	+	386979	5.276867	4.656059	386979	386979	1
844	chrII	387073	387105	+	387101	1.55202	0.620808	387073	387105	33
845	chrII	387557	387588	+	387586	3.10404	0.931212	387584	387588	5
846	chrII	387757	387761	+	387758	2.483232	1.55202	387757	387761	5
847	chrII	387913	387916	+	387916	1.241616	0.931212	387913	387916	4
848	chrII	388081	388116	+	388100	4.035252	1.55202	388082	388115	34
849	chrII	388227	388356	+	388313	11.174543	2.172827	388245	388328	84
850	chrII	388460	388551	+	388524	17.382622	6.208078	388491	388525	35
851	chrII	388608	388627	+	388627	1.862424	0.620808	388608	388627	20
852	chrII	388663	388784	+	388770	9.001715	4.345655	388703	388776	74
853	chrII	389007	389034	+	389027	1.241616	0.620808	389007	389034	28
854	chrII	390110	390125	+	390125	2.172828	1.55202	390110	390125	16
855	chrII	390677	390685	+	390677	1.55202	0.620808	390677	390685	9
856	chrII	390779	390779	+	390779	1.241616	1.241616	390779	390779	1
857	chrII	390952	391041	+	391002	7.760099	2.483231	390988	391009	22
858	chrII	391869	391937	+	391919	21.417871	8.380905	391892	391922	31
859	chrII	392127	392174	+	392138	5.587271	4.345655	392138	392160	23
860	chrII	392805	392962	+	392962	5124.768408	1822.070897	392947	392962	16
861	chrII	393063	393181	+	393181	203.004159	80.39461	393072	393181	110
862	chrII	393461	393678	+	393642	258.876865	34.144429	393476	393652	177
863	chrII	393726	394532	+	394410	279.673948	14.899387	393830	394410	581
864	chrII	394566	394827	+	394708	47.181403	5.58727	394599	394794	196
865	chrII	401132	401151	+	401139	2.172828	0.620808	401132	401151	20
866	chrII	406101	406244	+	406116	30.109182	6.828886	406108	406229	122
867	chrII	406553	406782	+	406616	15.830603	2.172827	406562	406703	142
868	chrII	407339	407363	+	407363	6.518482	3.414443	407358	407363	6
869	chrII	407513	407659	+	407637	107.089349	17.382618	407555	407648	94
870	chrII	407775	407848	+	407839	2.793636	0.620808	407775	407848	74
871	chrII	408116	408257	+	408154	5.276868	1.55202	408126	408244	119
872	chrII	408373	408394	+	408394	1.55202	1.241616	408373	408394	22
873	chrII	408859	408990	+	408894	14.89939	2.172827	408868	408956	89
874	chrII	409076	409196	+	409122	91.25875	21.728273	409093	409169	77
875	chrII	409385	409457	+	409399	10.553735	3.724847	409396	409438	43
876	chrII	409796	409858	+	409804	4.966464	0.931212	409796	409858	63
877	chrII	409916	409926	+	409916	3.10404	1.241616	409916	409919	4
878	chrII	410161	410208	+	410163	9.001713	4.966462	410163	410180	18
879	chrII	410345	410367	+	410366	1.241616	0.620808	410345	410367	23
880	chrII	410936	411040	+	411040	1821.13969	956.354418	410971	411040	70
881	chrII	411256	411288	+	411279	18.313831	13.968176	411278	411279	2
882	chrII	411491	411560	+	411558	12.416157	4.035251	411508	411559	52
883	chrII	411633	411926	+	411887	14.588987	2.172827	411672	411887	216
884	chrII	412142	412333	+	412146	22.969893	5.58727	412146	412317	172
885	chrII	412383	412512	+	412469	37.248472	7.13929	412395	412470	76
886	chrII	412594	412628	+	412628	6.208078	2.172827	412596	412628	33
887	chrII	412780	412819	+	412801	4.656059	2.172827	412788	412801	14
888	chrII	412943	412960	+	412957	1.55202	0.620808	412943	412960	18
889	chrII	413025	413647	+	413377	67.668068	6.518482	413110	413558	449
890	chrII	413682	413687	+	413684	8.380905	4.966462	413684	413685	2
891	chrII	415827	415951	+	415908	331.200969	61.149568	415879	415921	43
892	chrII	416194	416215	+	416194	3.724847	3.104039	416194	416213	20
893	chrII	416309	416345	+	416317	2.483232	0.620808	416309	416345	37
894	chrII	416424	416445	+	416445	1.55202	0.931212	416424	416445	22
895	chrII	416536	416565	+	416563	1.862424	0.931212	416536	416565	30
896	chrII	417355	417394	+	417394	7.760098	6.518482	417365	417394	30
897	chrII	418148	418188	+	418188	1.55202	0.931212	418148	418188	41
898	chrII	418307	418398	+	418375	77.911382	38.490084	418343	418395	53
899	chrII	419392	419603	+	419580	9.932927	1.862423	419423	419599	177
900	chrII	419767	419851	+	419767	5.897675	1.862423	419767	419835	69
901	chrII	419896	419912	+	419911	1.55202	0.931212	419896	419912	17
902	chrII	420071	420187	+	420184	36.938067	6.208078	420119	420184	66
903	chrII	420226	420329	+	420289	5.276868	1.55202	420226	420301	76
904	chrII	420511	420537	+	420511	1.862424	0.931212	420511	420537	27
905	chrII	423302	423411	+	423353	16.761813	3.104039	423311	423384	74
906	chrII	423568	423586	+	423586	2.172827	1.862423	423568	423586	19
907	chrII	423727	423773	+	423754	374.347107	184.690321	423735	423765	31
908	chrII	423902	423917	+	423905	2.172828	1.241616	423902	423917	16
909	chrII	424176	424293	+	424191	10.553735	1.862423	424191	424286	96
910	chrII	424351	424351	+	424351	1.241616	1.241616	424351	424351	1
911	chrII	425802	425829	+	425813	1.55202	0.620808	425802	425829	28
912	chrII	427116	427208	+	427134	47.181396	13.347368	427129	427153	25
913	chrII	427714	427764	+	427716	12.726561	3.414443	427716	427751	36
914	chrII	429553	429598	+	429566	10.864138	4.035251	429561	429582	22
915	chrII	431497	431511	+	431497	2.172828	0.620808	431497	431511	15
916	chrII	431918	432012	+	431970	250.49595	56.803914	431967	431985	19
917	chrII	432179	432183	+	432179	3.414443	1.862423	432179	432181	3
918	chrII	432548	432656	+	432591	4.966464	0.931212	432549	432656	108
919	chrII	432969	432990	+	432990	1.862424	0.931212	432969	432990	22
920	chrII	433155	433201	+	433157	5.587271	2.793635	433156	433201	46
921	chrII	433266	433269	+	433269	1.862424	0.931212	433266	433269	4
922	chrII	433377	433431	+	433431	3.414444	0.931212	433377	433431	55
923	chrII	433899	433982	+	433936	3.724848	0.620808	433900	433973	74
924	chrII	434293	434320	+	434320	1.241616	0.620808	434293	434320	28
925	chrII	435899	435999	+	435939	931.522111	376.519932	435935	435972	38
926	chrII	436046	436256	+	436093	25.142721	7.13929	436057	436243	187
927	chrII	436287	436456	+	436317	10.553736	1.241616	436306	436454	149
928	chrII	436855	436941	+	436920	344.237931	88.775516	436891	436920	30
929	chrII	437080	437098	+	437096	4.035251	2.172827	437080	437098	19
930	chrII	437551	437553	+	437551	1.241616	0.931212	437551	437553	3
931	chrII	437723	437743	+	437738	2.793636	0.931212	437723	437743	21
932	chrII	438052	438061	+	438053	4.035251	2.793635	438053	438056	4
933	chrII	439255	439307	+	439290	3.10404	1.241616	439273	439290	18
934	chrII	439572	439610	+	439573	5.276867	2.483231	439572	439605	34
935	chrII	440103	440175	+	440155	4.345656	1.241616	440129	440158	30
936	chrII	440269	440301	+	440297	1.241616	0.620808	440269	440301	33
937	chrII	441443	441539	+	441517	76.04896	18.31383	441467	441517	51
938	chrII	441953	442022	+	441972	4.966463	1.862423	441963	442022	60
939	chrII	442231	442238	+	442231	1.241616	0.620808	442231	442238	8
940	chrII	442432	442450	+	442432	2.172828	1.55202	442432	442450	19
941	chrII	442799	442890	+	442819	3.10404	1.241616	442819	442868	50
942	chrII	443100	443110	+	443103	1.241616	0.620808	443100	443110	11
943	chrII	443401	443425	+	443404	1.241616	0.620808	443401	443425	25
944	chrII	444981	445140	+	445038	24.211507	3.414443	444995	445107	113
945	chrII	447481	447644	+	447592	129.438431	30.109178	447534	447592	59
946	chrII	447686	447826	+	447741	28.557163	3.414443	447687	447775	89
947	chrII	447861	447878	+	447877	2.172828	1.241616	447861	447878	18
948	chrII	448063	448074	+	448074	3.414444	1.55202	448064	448074	11
949	chrII	448288	448321	+	448290	2.483232	0.931212	448288	448321	34
950	chrII	448655	448689	+	448671	2.172828	0.931212	448655	448689	35
951	chrII	449537	449620	+	449607	120.436715	36.938064	449575	449607	33
952	chrII	449935	450002	+	449956	8.691311	2.483231	449937	449997	61
953	chrII	450039	450123	+	450058	9.001714	3.104039	450058	450119	62
954	chrII	450267	450268	+	450267	4.345655	2.793635	450267	450268	2
955	chrII	450382	450417	+	450417	1.862424	0.931212	450382	450417	36
956	chrII	452146	452228	+	452175	8.070503	3.104039	452158	452215	58
957	chrII	452520	452646	+	452622	1921.710552	503.164723	452583	452630	48
958	chrII	452778	452977	+	452894	262.60171	26.384332	452818	452948	131
959	chrII	453579	453648	+	453602	26.384335	12.72656	453596	453618	23
960	chrII	454318	454386	+	454342	9.001715	4.656059	454327	454378	52
961	chrII	454728	454827	+	454782	275.328265	46.560585	454774	454815	42
962	chrII	455267	455371	+	455352	6.828888	1.55202	455269	455353	85
963	chrII	455459	455460	+	455459	3.724846	1.862423	455459	455460	2
964	chrII	455715	455777	+	455750	3.10404	0.931212	455727	455774	48
965	chrII	455854	455894	+	455854	1.862424	0.931212	455854	455894	41
966	chrII	456180	456366	+	456243	6.828888	1.55202	456204	456320	117
967	chrII	456605	456623	+	456605	1.241616	0.931212	456605	456623	19
968	chrII	456868	456894	+	456888	2.172828	1.241616	456868	456894	27
969	chrII	457146	457156	+	457152	1.55202	0.931212	457146	457156	11
970	chrII	457393	457395	+	457395	2.172827	1.862423	457393	457395	3
971	chrII	457527	457558	+	457531	2.172828	0.931212	457527	457558	32
972	chrII	458132	458137	+	458132	1.241616	0.620808	458132	458137	6
973	chrII	458601	458727	+	458692	249.56474	50.90624	458657	458712	56
974	chrII	458759	458865	+	458824	676.680508	287.123608	458821	458848	28
975	chrII	458926	459211	+	459178	34.765242	5.276866	458934	459178	245
976	chrII	459245	459354	+	459288	11.484948	1.55202	459254	459333	80
977	chrII	459531	459664	+	459538	7.139292	1.241616	459536	459636	101
978	chrII	459725	459878	+	459800	9.622523	2.483231	459781	459839	59
979	chrII	461811	461909	+	461841	6.20808	1.241616	461831	461898	68
980	chrII	461970	462312	+	462102	1346.221732	198.658496	462098	462187	90
981	chrII	462479	462587	+	462529	4.65606	0.620808	462507	462585	79
982	chrII	465844	465890	+	465870	1.862424	0.620808	465844	465890	47
983	chrII	466127	466213	+	466161	7.139291	2.483231	466127	466176	50
984	chrII	466699	466722	+	466709	6.518482	2.793635	466706	466719	14
985	chrII	467114	467658	+	467160	297.056546	42.525334	467155	467374	220
986	chrII	469313	469353	+	469345	2.793636	0.931212	469313	469353	41
987	chrII	474245	474344	+	474297	18.313832	2.793635	474283	474344	62
988	chrII	474536	474672	+	474536	10.553735	1.862423	474536	474669	134
989	chrII	476245	476245	+	476245	23.590696	23.590696	476245	476245	1
990	chrII	476742	476776	+	476742	2.172828	0.620808	476742	476776	35
991	chrII	476829	477005	+	476875	45.318972	8.380905	476870	476960	91
992	chrII	477140	477175	+	477151	3.414444	0.931212	477151	477169	19
993	chrII	477403	477489	+	477419	6.828887	2.793635	477409	477489	81
994	chrII	477528	477649	+	477649	68527.55875	45271.167296	477636	477649	14
995	chrII	477801	477870	+	477845	2.172828	0.620808	477801	477870	70
996	chrII	478296	478496	+	478436	219.145168	25.45312	478397	478494	98
997	chrII	478671	478717	+	478716	1.55202	0.620808	478671	478717	47
998	chrII	478997	479020	+	479006	2.172828	0.931212	478997	479020	24
999	chrII	479245	479338	+	479301	144.958626	39.110891	479282	479320	39
1000	chrII	479411	479529	+	479465	13.34737	2.172827	479420	479514	95
1001	chrII	479685	479779	+	479731	20.48666	3.414443	479687	479771	85
1002	chrII	479817	479910	+	479910	6.20808	1.55202	479846	479910	65
1003	chrII	483665	483713	+	483680	1.55202	0.620808	483665	483713	49
1004	chrII	483779	483846	+	483793	12.105754	2.172827	483782	483842	61
1005	chrII	483893	483933	+	483897	9.622521	2.483231	483897	483912	16
1006	chrII	486024	486041	+	486026	2.172828	1.241616	486024	486041	18
1007	chrII	488481	488519	+	488481	2.172828	1.241616	488481	488519	39
1008	chrII	488732	488786	+	488756	18.624236	5.276866	488751	488784	34
1009	chrII	488865	488923	+	488884	5.587271	2.793635	488865	488898	34
1010	chrII	490803	490836	+	490827	3147.805958	1813.689992	490822	490831	10
1011	chrII	491163	491232	+	491208	4.656059	2.793635	491169	491208	40
1012	chrII	493015	493225	+	493059	47.802207	7.13929	493055	493190	136
1013	chrII	493383	493446	+	493425	4.035252	1.241616	493391	493446	56
1014	chrII	494434	494453	+	494434	2.172828	0.931212	494434	494453	20
1015	chrII	495562	495609	+	495579	15.830601	6.828886	495579	495594	16
1016	chrII	497103	497217	+	497133	103.674908	22.349081	497119	497208	90
1017	chrII	497545	497573	+	497556	1.55202	0.620808	497545	497573	29
1018	chrII	497807	497879	+	497847	7.760099	2.793635	497837	497858	22
1019	chrII	498487	498489	+	498487	1.241616	0.620808	498487	498489	3
1020	chrII	501826	501906	+	501828	14.278582	2.172827	501828	501906	79
1021	chrII	502008	502025	+	502025	1.241616	0.931212	502008	502025	18
1022	chrII	502180	502219	+	502180	1.55202	0.620808	502180	502219	40
1023	chrII	502298	502304	+	502304	1.55202	1.241616	502298	502304	7
1024	chrII	504575	504584	+	504575	3.724847	2.483231	504575	504582	8
1025	chrII	504732	504827	+	504760	485.782108	160.478817	504750	504797	48
1026	chrII	505036	505132	+	505080	48.733416	22.038677	505075	505118	44
1027	chrII	505573	505668	+	505623	206.108196	36.938064	505617	505668	52
1028	chrII	507201	507207	+	507206	1.241616	0.620808	507201	507207	7
1029	chrII	509242	509271	+	509243	2.483232	1.55202	509242	509271	30
1030	chrII	509420	509529	+	509499	4.035252	1.241616	509439	509502	64
1031	chrII	509835	509918	+	509888	3.414444	0.620808	509837	509912	76
1032	chrII	510638	510638	+	510638	1.241616	1.241616	510638	510638	1
1033	chrII	511118	511151	+	511120	1.862424	0.931212	511118	511151	34
1034	chrII	511280	511296	+	511280	1.241616	0.620808	511280	511296	17
1035	chrII	512275	512337	+	512304	1.862424	0.620808	512275	512337	63
1036	chrII	512478	512538	+	512485	5.587271	2.172827	512478	512538	61
1037	chrII	512650	512796	+	512705	5.587272	1.241616	512652	512773	122
1038	chrII	512899	512991	+	512982	983.359561	297.366937	512943	512991	49
1039	chrII	513089	513395	+	513247	127.265611	17.382618	513129	513367	239
1040	chrII	515602	515666	+	515656	1629.620481	623.291033	515652	515659	8
1041	chrII	515760	516109	+	515950	35.696457	4.345655	515831	516055	225
1042	chrII	516235	516385	+	516313	8.691311	2.172827	516235	516375	141
1043	chrII	516465	516507	+	516474	6.518483	2.483231	516465	516499	35
1044	chrII	516591	516934	+	516823	25.763529	5.276866	516664	516900	237
1045	chrII	517093	517110	+	517109	3.104039	2.172827	517093	517110	18
1046	chrII	527125	527261	+	527184	70.461688	23.9011	527137	527211	75
1047	chrII	528166	528293	+	528270	518.68492	271.293009	528241	528270	30
1048	chrII	528399	528491	+	528440	8.380908	1.55202	528407	528483	77
1049	chrII	528939	528955	+	528954	9.622522	6.208078	528953	528955	3
1050	chrII	529237	529328	+	529322	6.518484	1.55202	529254	529322	69
1051	chrII	529375	529682	+	529589	11.174543	1.862423	529412	529666	255
1052	chrII	529921	529966	+	529956	7.760099	2.483231	529940	529958	19
1053	chrII	530213	530320	+	530253	9.312119	2.793635	530233	530313	81
1054	chrII	532457	532536	+	532505	94.362789	27.005139	532468	532520	53
1055	chrII	533149	533193	+	533149	1.241616	0.620808	533149	533193	45
1056	chrII	533453	533563	+	533499	4.966464	1.241616	533475	533550	76
1057	chrII	533644	533721	+	533706	608.702051	360.999736	533706	533721	16
1058	chrII	533810	533934	+	533843	30.419586	7.13929	533827	533920	94
1059	chrII	533964	534026	+	534018	19.245045	2.793635	533976	534018	43
1060	chrII	534200	534420	+	534363	78.842598	10.864137	534303	534416	114
1061	chrII	534683	534683	+	534683	1.862423	1.862423	534683	534683	1
1062	chrII	535162	535257	+	535188	536.998754	169.790934	535182	535232	51
1063	chrII	535289	535545	+	535542	22.038681	4.966462	535290	535542	253
1064	chrII	535703	535783	+	535739	6.828888	1.241616	535708	535782	75
1065	chrII	535898	535962	+	535913	9.312119	4.035251	535911	535932	22
1066	chrII	536416	536583	+	536550	177.551039	42.835738	536435	536550	116
1067	chrII	536760	536763	+	536763	1.55202	0.931212	536760	536763	4
1068	chrII	537693	537740	+	537709	9.001715	3.104039	537693	537721	29
1069	chrII	538134	538214	+	538148	2.793636	0.620808	538134	538214	81
1070	chrII	538302	538368	+	538314	3.414444	1.241616	538302	538341	40
1071	chrII	538457	538563	+	538550	17.693025	3.724847	538488	538563	76
1072	chrII	538707	538767	+	538734	11.484947	3.724847	538724	538763	40
1073	chrII	539036	539046	+	539046	1.241616	0.931212	539036	539046	11
1074	chrII	539242	539246	+	539246	1.862424	1.55202	539242	539246	5
1075	chrII	539322	539364	+	539347	2.793636	1.241616	539322	539364	43
1076	chrII	539460	539522	+	539477	19.245044	4.345655	539460	539490	31
1077	chrII	539860	540642	+	539943	2469.883866	370.932661	539922	540023	102
1078	chrII	540837	540859	+	540859	1.862424	0.931212	540837	540859	23
1079	chrII	541242	541266	+	541247	1.862424	0.620808	541242	541266	25
1080	chrII	544799	545016	+	544882	1346.842534	285.881993	544876	544955	80
1081	chrII	545048	545255	+	545095	76.35937	15.520195	545061	545199	139
1082	chrII	545296	545322	+	545299	5.276866	1.862423	545299	545316	18
1083	chrII	545352	545460	+	545460	19.245045	5.897674	545388	545460	73
1084	chrII	545709	545791	+	545735	13.036966	3.104039	545732	545765	34
1085	chrII	546113	546154	+	546154	1.55202	0.931212	546113	546154	42
1086	chrII	546285	546440	+	546378	40.042108	6.208078	546307	546409	103
1087	chrII	546497	546673	+	546560	17.07222	1.55202	546511	546652	142
1088	chrII	546734	546781	+	546775	3.414444	1.55202	546734	546775	42
1089	chrII	546987	547049	+	547021	2.793636	0.620808	546987	547049	63
1090	chrII	547367	547421	+	547396	76.980168	19.86585	547386	547413	28
1091	chrII	547645	547715	+	547699	2.483232	0.620808	547645	547715	71
1092	chrII	547887	547955	+	547937	22.659487	9.932925	547927	547951	25
1093	chrII	549231	549256	+	549235	2.793636	1.55202	549231	549256	26
1094	chrII	549667	549756	+	549734	400.110632	79.152995	549674	549751	78
1095	chrII	549927	550321	+	550096	56.803921	8.691309	549975	550290	316
1096	chrII	550503	550548	+	550522	4.345655	2.172827	550506	550545	40
1097	chrII	550599	550811	+	550751	12.105755	2.793635	550631	550792	162
1098	chrII	553398	553432	+	553411	4.345656	1.55202	553398	553422	25
1099	chrII	553715	553754	+	553715	1.55202	0.310404	553715	553754	40
1100	chrII	553826	553846	+	553843	1.241616	0.620808	553826	553846	21
1101	chrII	554617	554680	+	554660	3.724848	0.931212	554629	554676	48
1102	chrII	554745	554780	+	554768	1.241616	0.620808	554745	554780	36
1103	chrII	554912	555155	+	555000	23.901105	4.035251	554929	555103	175
1104	chrII	555190	555301	+	555263	57.11432	14.278579	555245	555270	26
1105	chrII	555331	555611	+	555479	107.089353	21.417869	555443	555544	102
1106	chrII	555801	555888	+	555804	3.724848	0.620808	555804	555872	69
1107	chrII	555942	555947	+	555947	4.345655	2.793635	555944	555947	4
1108	chrII	555983	556311	+	556286	850.506697	573.316005	556225	556293	69
1109	chrII	556540	556644	+	556562	17.382621	9.001713	556562	556635	74
1110	chrII	556678	556715	+	556715	6.518483	1.862423	556691	556715	25
1111	chrII	556903	557067	+	557006	14.588987	4.345655	556908	557044	137
1112	chrII	557266	557495	+	557366	33.213219	2.793635	557286	557424	139
1113	chrII	557796	557851	+	557813	4.966464	1.241616	557811	557851	41
1114	chrII	557968	557968	+	557968	1.241616	1.241616	557968	557968	1
1115	chrII	558120	558122	+	558120	1.241616	0.931212	558120	558122	3
1116	chrII	558592	558673	+	558644	1761.231733	663.333136	558630	558665	36
1117	chrII	558855	558952	+	558933	10.864139	2.793635	558859	558933	75
1118	chrII	559031	559131	+	559111	11.484947	2.172827	559052	559130	79
1119	chrII	559231	559403	+	559402	48.423013	9.312117	559282	559402	121
1120	chrII	559892	560067	+	560000	584.490553	99.329248	559947	560028	82
1121	chrII	560111	560228	+	560226	16.451409	4.966462	560120	560226	107
1122	chrII	560351	560445	+	560445	9.001715	1.862423	560362	560445	84
1123	chrII	560617	560765	+	560633	7.449696	1.241616	560630	560753	124
1124	chrII	561249	561911	+	561416	464.053848	34.144429	561416	561631	216
1125	chrII	562261	562336	+	562335	5.276868	1.55202	562261	562336	76
1126	chrII	562562	562640	+	562597	4.345656	1.241616	562564	562640	77
1127	chrII	563200	563216	+	563201	1.862424	1.241616	563200	563216	17
1128	chrII	564771	564864	+	564854	27.936353	15.830599	564843	564859	17
1129	chrII	564970	565019	+	564985	156.133165	47.491797	564985	565016	32
1130	chrII	565165	565230	+	565214	7106.697307	1773.647888	565192	565220	29
1131	chrII	565596	565894	+	565621	356.654093	62.701588	565610	565747	138
1132	chrII	565929	566054	+	566054	16.761813	3.104039	565971	566054	84
1133	chrII	566405	566405	+	566405	1.241616	1.241616	566405	566405	1
1134	chrII	566603	566613	+	566612	2.172828	0.931212	566603	566613	11
1135	chrII	566835	566857	+	566835	2.483232	0.620808	566835	566857	23
1136	chrII	568708	568805	+	568765	422.770119	163.89326	568760	568768	9
1137	chrII	568866	569050	+	568970	24.832316	4.966462	568878	569013	136
1138	chrII	569172	569416	+	569336	17.693027	2.793635	569226	569353	128
1139	chrII	571376	571447	+	571410	15.830601	3.104039	571381	571437	57
1140	chrII	571780	571801	+	571799	1.55202	0.620808	571780	571801	22
1141	chrII	571993	572180	+	572055	110.193388	14.588983	572033	572091	59
1142	chrII	572214	572284	+	572244	106.778946	43.76695	572244	572266	23
1143	chrII	572419	572441	+	572441	2.483232	1.55202	572419	572441	23
1144	chrII	572875	572904	+	572902	1.241616	0.620808	572875	572904	30
1145	chrII	573159	573218	+	573159	2.172828	0.620808	573159	573218	60
1146	chrII	576327	576393	+	576368	27.936354	9.001713	576327	576375	49
1147	chrII	578286	578352	+	578338	892.721623	351.066812	578321	578340	20
1148	chrII	578440	578748	+	578487	35.075649	3.414443	578487	578746	260
1149	chrII	581089	581147	+	581128	2.172828	1.241616	581089	581147	59
1150	chrII	581663	581756	+	581756	17.693025	4.656059	581683	581756	74
1151	chrII	582322	582605	+	582369	113.297432	16.451407	582369	582460	92
1152	chrII	582688	582797	+	582785	5.897676	0.931212	582698	582792	95
1153	chrII	582891	582974	+	582893	2.793636	0.620808	582891	582974	84
1154	chrII	583104	583131	+	583131	1.862424	0.931212	583104	583131	28
1155	chrII	583586	583699	+	583602	85.050673	18.31383	583602	583699	98
1156	chrII	583786	583842	+	583813	4.966463	2.172827	583786	583842	57
1157	chrII	584197	584271	+	584198	4.65606	0.931212	584197	584255	59
1158	chrII	585926	586005	+	585957	4.65606	1.55202	585926	585999	74
1159	chrII	586545	586632	+	586553	13.347369	5.897674	586553	586625	73
1160	chrII	589385	589423	+	589397	5.276868	1.55202	589394	589411	18
1161	chrII	589644	589673	+	589644	1.241616	0.310404	589644	589673	30
1162	chrII	591307	591310	+	591307	1.241616	0.931212	591307	591310	4
1163	chrII	593263	593282	+	593266	3.724847	2.483231	593266	593277	12
1164	chrII	595232	595385	+	595252	8.070504	0.620808	595248	595375	128
1165	chrII	595844	595924	+	595906	10.24333	2.793635	595877	595916	40
1166	chrII	595972	596398	+	596060	1076.480739	244.598274	596018	596084	67
1167	chrII	596530	596596	+	596530	3.724848	1.55202	596530	596576	47
1168	chrII	596700	596752	+	596718	3.724847	1.862423	596708	596741	34
1169	chrII	596866	596868	+	596866	2.172828	0.931212	596866	596868	3
1170	chrII	597196	597448	+	597358	49.66463	9.001713	597264	597378	115
1171	chrII	598605	598620	+	598606	4.345656	1.55202	598605	598620	16
1172	chrII	600139	600184	+	600139	9.001715	2.172827	600139	600173	35
1173	chrII	600457	600568	+	600547	26.384335	4.966462	600461	600547	87
1174	chrII	602477	602861	+	602505	610.254082	123.540752	602500	602566	67
1175	chrII	602906	603179	+	603004	29.177971	3.104039	602911	603058	148
1176	chrII	604391	604500	+	604485	12304.100227	3089.139619	604466	604486	21
1177	chrII	604761	604816	+	604799	4.035251	2.172827	604774	604815	42
1178	chrII	604860	605300	+	605110	1027.126536	153.960335	605013	605173	161
1179	chrII	605621	605626	+	605622	2.172828	1.55202	605621	605626	6
1180	chrII	606170	606263	+	606248	19651.670954	14051.984583	606234	606248	15
1181	chrII	606418	606431	+	606418	1.241616	0.620808	606418	606431	14
