cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score
758	chrII	221275	221364	+	221275	26.894279	5.067039	221275	221362	88	28.0529907520106
759	chrII	221432	221500	+	221459	49.695955	17.344864	221457	221480	24	12.9137458775495
760	chrII	222098	222194	+	222166	7.40567	1.169317	222098	222167	70	22.5154082184626
761	chrII	222613	222697	+	222660	22.996557	2.338633	222637	222686	50	22.88713800562
762	chrII	224707	224738	+	224738	32.351093	30.207347	224738	224738	1	0
763	chrII	225278	225339	+	225315	3.89772	0.779544	225280	225326	47	16.5761938217742
764	chrII	225464	225528	+	225495	23.581216	5.651697	225491	225505	15	10.9111516085213
765	chrII	226204	226251	+	226236	66.651048	33.130639	226235	226237	3	2.26613383248261
766	chrII	227464	227590	+	227526	701.200221	87.503864	227511	227572	62	23.7811766768918
768	chrII	227933	227979	+	227933	2.143746	0.779544	227933	227976	44	12.6764076574303
769	chrII	228062	228159	+	228087	14.616455	6.041469	228086	228145	60	11.5065726822896
770	chrII	228263	228328	+	228263	17.734634	7.210786	228263	228328	66	16.5916514830568
771	chrII	228439	228473	+	228439	2.923291	1.559089	228439	228467	29	8.78009408228528
772	chrII	228677	228712	+	228677	3.702837	0.974431	228677	228710	34	11.3704010596022
773	chrII	228840	228873	+	228873	4.287494	1.948861	228841	228873	33	8.47701317099339
774	chrII	228906	229043	+	229001	5.846581	0.974431	228934	229022	89	22.8521109453803
775	chrII	229118	229193	+	229193	2.143747	0.974431	229143	229193	51	12.2579038466638
776	chrII	229288	229417	+	229353	5.651695	1.559089	229306	229417	112	22.9110806281887
778	chrII	229922	229946	+	229932	4.092608	1.753975	229931	229933	3	2.19058006210372
779	chrII	230028	230109	+	230109	2.92329	0.584658	230030	230109	80	20.1164119584275
781	chrII	230330	230394	+	230362	6.626126	1.948861	230330	230391	62	16.3788445535731
782	chrII	230766	230845	+	230767	2.143746	0.584658	230767	230825	59	14.2323603863082
784	chrII	231260	231273	+	231261	2.533519	1.559089	231260	231261	2	0.918295691521015
786	chrII	231624	231666	+	231624	9.549418	3.50795	231624	231666	43	13.1452779194945
788	chrII	231817	232068	+	231979	12.472708	1.559089	231845	232044	200	33.0056966210572
789	chrII	232146	232185	+	232173	4.482379	2.533519	232155	232174	20	5.8801002622149
790	chrII	232319	232337	+	232331	2.143747	0.974431	232330	232334	5	3.13841977853063
791	chrII	232475	232479	+	232478	1.169316	0.584658	232475	232479	5	4.16201257477105
792	chrII	232538	232670	+	232611	6.821011	1.948861	232568	232646	79	18.4564425722501
793	chrII	232702	232779	+	232743	1.753974	0.389772	232702	232779	78	18.5274975890564
794	chrII	232857	232896	+	232862	1.364202	0.584658	232857	232896	40	9.80496594979479
795	chrII	233003	233033	+	233031	8.380102	6.431242	233030	233031	2	0.413816685942109
797	chrII	233403	233513	+	233511	3.313063	0.974431	233424	233511	88	19.3755867181017
799	chrII	233744	233797	+	233745	2.728404	0.584658	233745	233795	51	14.8947371878637
800	chrII	233947	234002	+	233999	3.702835	1.753975	233949	233999	51	12.3316981503027
801	chrII	234148	234387	+	234385	25.724964	8.185217	234245	234385	141	24.8821530126233
802	chrII	234765	234776	+	234776	31.766436	25.919853	234775	234776	2	0.63005311028783
803	chrII	236024	236074	+	236039	22.996562	7.990331	236037	236052	16	8.24414943441919
804	chrII	236228	236883	+	236469	441.806801	90.816927	236408	236548	141	26.665480992381
807	chrII	237099	237147	+	237124	1.364202	0.389772	237099	237147	49	12.5540776915934
810	chrII	238439	238538	+	238484	130.378806	34.884614	238478	238533	56	18.5054650268081
811	chrII	240739	240798	+	240768	1.169316	0.389772	240739	240798	60	13.300127153641
813	chrII	241652	241700	+	241674	18.514179	7.0159	241664	241697	34	12.7703625885938
815	chrII	242327	242393	+	242332	1.753974	0.584658	242327	242393	67	14.6761866680741
816	chrII	242687	242808	+	242777	683.075814	213.010519	242775	242803	29	14.0364853812574
818	chrII	242890	243283	+	243056	48.331746	4.872153	242927	243154	228	39.2823823820015
819	chrII	243460	243472	+	243468	13.447141	11.693167	243468	243469	2	0.276195310310964
820	chrII	243604	243711	+	243708	9.354532	4.872153	243633	243708	76	11.8787362035623
821	chrII	243859	243979	+	243939	5.651695	1.169317	243868	243953	86	22.5771992612021
823	chrII	245543	245597	+	245550	2.92329	0.779544	245546	245579	34	12.268936671823
824	chrII	245809	245947	+	245875	1084.151426	135.835619	245842	245910	69	25.1771671613745
825	chrII	245978	246202	+	246115	53.593671	18.124408	246013	246142	130	25.6565539661328
826	chrII	246235	246299	+	246273	24.945421	11.303394	246272	246280	9	4.88145487001509
827	chrII	246346	246524	+	246438	8.769872	2.923292	246387	246502	116	22.500017659283
828	chrII	246782	246897	+	246879	707.631463	377.29951	246877	246894	18	6.09390178680964
830	chrII	247082	247139	+	247120	100.756121	52.61925	247109	247137	29	9.07839051784806
831	chrII	247223	247283	+	247246	9.744304	3.897722	247246	247265	20	7.15361484066259
832	chrII	247325	247448	+	247366	6.041467	1.559089	247339	247428	90	22.3570060705092
834	chrII	247481	248285	+	248173	222.170148	26.504511	247581	248176	596	54.5377421451393
836	chrII	251109	251254	+	251159	12.082935	1.753975	251144	251211	68	21.1843874862083
837	chrII	251484	251560	+	251535	10.328962	4.872153	251503	251553	51	12.6023296042463
838	chrII	251625	251809	+	251717	62.168661	14.616458	251658	251786	129	26.8534569703702
839	chrII	254585	254664	+	254608	7.210785	1.559089	254603	254656	54	15.6425832962681
841	chrII	255132	255139	+	255132	2.143747	1.753975	255132	255134	3	0.743340171039943
843	chrII	255868	255894	+	255869	1.559089	0.974431	255868	255894	27	6.17562193831254
844	chrII	256076	256127	+	256102	1.364202	0.584658	256076	256127	52	12.1310218473839
845	chrII	256210	256312	+	256303	663.002547	403.024477	256302	256307	6	2.62479432513234
847	chrII	258253	258418	+	258264	13.642026	1.753975	258256	258390	135	26.9168039805639
850	chrII	258665	258686	+	258678	4.872152	2.143747	258671	258680	10	5.51802010517938
852	chrII	259013	259050	+	259015	1.169316	0.584658	259013	259050	38	9.40681167109904
853	chrII	259099	259205	+	259132	5.067038	0.974431	259121	259193	73	17.9834955856562
854	chrII	260463	260528	+	260484	15.201115	2.533519	260463	260511	49	21.6995884209369
855	chrII	263218	263280	+	263280	25.724965	23.191447	263280	263280	1	0
856	chrII	265372	265382	+	265382	487.215276	486.435732	265382	265382	1	0
858	chrII	269719	269797	+	269719	2.533518	0.584658	269719	269790	72	18.6458539889719
859	chrII	269837	269838	+	269838	1.169317	0.974431	269837	269838	2	0.650022090696064
860	chrII	270150	270283	+	270217	3010.210861	609.213981	270198	270236	39	17.7442451731941
861	chrII	270318	270575	+	270351	378.079046	118.685641	270351	270502	152	28.9551469561103
862	chrII	274000	274029	+	274024	3.118178	1.169317	274007	274029	23	8.31846964388468
864	chrII	276717	276839	+	276816	157.857747	47.747097	276742	276816	75	18.1997395708156
865	chrII	277069	277101	+	277081	2.533519	2.143747	277081	277081	1	0
867	chrII	279898	279939	+	279929	4.092607	2.143747	279900	279929	30	6.61067517418023
868	chrII	281184	281343	+	281332	69.769224	30.402233	281307	281332	26	9.14021406271253
869	chrII	281740	281771	+	281770	1.559088	0.779544	281740	281771	32	10
871	chrII	281861	281950	+	281917	5.067037	2.143747	281861	281917	57	13.4230496206607
872	chrII	282361	282409	+	282402	5.651696	1.559089	282378	282409	32	14.4476715586899
873	chrII	282581	282646	+	282646	1.753974	0.584658	282581	282646	66	14.6236980047469
874	chrII	282976	283024	+	282982	2.728405	0.974431	282976	283008	33	10.7644206053863
875	chrII	283133	283216	+	283183	2.728404	0.584658	283136	283213	78	18.9948325153821
876	chrII	283589	283732	+	283676	546.265765	158.637294	283661	283719	59	18.339308431586
877	chrII	283778	284011	+	283834	66.65104	7.990331	283832	283925	94	26.7856593935975
879	chrII	287858	287996	+	287878	10.134074	2.923292	287878	287965	88	22.1883663068633
880	chrII	288078	288134	+	288081	4.287493	1.559089	288081	288126	46	11.615681838852
881	chrII	288172	288498	+	288301	54.373218	4.677267	288212	288427	216	38.0708132267276
882	chrII	288596	288598	+	288596	1.364203	1.169317	288596	288598	3	0.937778737711944
883	chrII	289089	289121	+	289121	2.338633	1.364203	289101	289121	21	6.54944801615814
884	chrII	289300	289597	+	289336	293.303583	51.839705	289328	289413	86	23.2507125914728
885	chrII	289767	290150	+	289868	30.986882	6.041469	289794	290098	305	39.2144475314997
887	chrII	290271	290313	+	290311	5.261924	3.313064	290275	290311	37	7.06580363153507
888	chrII	290437	290508	+	290460	1.364202	0.389772	290437	290508	72	15.5583336068275
889	chrII	291707	291739	+	291739	1.364202	0.584658	291707	291739	33	9.2936454036592
890	chrII	291891	291952	+	291952	1.753974	0.389772	291891	291952	62	17.5512010121494
891	chrII	292222	292296	+	292295	1.94886	0.584658	292230	292295	66	13.0295320711998
892	chrII	292448	292512	+	292470	8.769875	1.753975	292466	292512	47	16.7313148910278
893	chrII	292630	292642	+	292642	3.118177	1.364203	292630	292642	13	6.8443390088567
895	chrII	295760	295807	+	295785	1.753975	1.169317	295760	295807	48	6.83819502762015
896	chrII	296273	296296	+	296282	6.041468	4.092608	296278	296284	7	3.57059207321894
897	chrII	297964	298081	+	298012	25.724964	2.533519	297988	298076	89	25.4535022876031
898	chrII	298199	298264	+	298223	177.931016	58.270947	298209	298246	38	15.5301143918143
900	chrII	298626	298673	+	298632	4.092607	0.974431	298629	298670	42	14.5874521663806
901	chrII	298722	298839	+	298746	11.108507	1.364203	298746	298830	85	23.8343900209835
902	chrII	298882	299083	+	298905	7.600556	1.753975	298883	299069	187	26.2320586937068
903	chrII	299205	299231	+	299213	2.143747	1.169317	299207	299216	10	4.06734909637034
906	chrII	299624	299649	+	299629	1.364202	0.389772	299624	299649	26	9.16685424872323
907	chrII	300071	300160	+	300150	5013.250308	3130.065821	300142	300150	9	4.44206509515392
908	chrII	300406	300559	+	300496	153.765134	44.823805	300491	300554	64	19.7853433738707
909	chrII	300650	300697	+	300679	4.287494	2.728406	300661	300679	19	4.61744348439747
910	chrII	300889	300983	+	300952	338.712062	97.832827	300917	300980	64	18.7951735448101
911	chrII	301788	301820	+	301811	3.118177	1.364203	301809	301815	7	4.74272152616224
914	chrII	302243	302337	+	302330	8.380102	5.456811	302280	302330	51	7.64369187196754
915	chrII	302544	302662	+	302626	2.728404	0.584658	302548	302647	100	20.0781002053198
916	chrII	303819	303924	+	303880	66.066388	21.242586	303843	303880	38	15.4004543138194
917	chrII	303962	304125	+	304015	45.603348	7.210786	303984	304064	81	23.876866493038
918	chrII	304155	304540	+	304224	76.785119	7.210786	304224	304483	260	38.4801467915923
920	chrII	306213	306287	+	306271	13.44714	9.159647	306241	306280	40	6.53969941811526
921	chrII	306610	306650	+	306622	1.559088	0.584658	306610	306650	41	12.8883363802356
922	chrII	307167	307226	+	307226	1.169316	0.389772	307167	307226	60	13.300127153641
923	chrII	307400	307608	+	307596	4952.250953	1428.320304	307556	307600	45	15.1770816412189
924	chrII	307698	308068	+	307894	410.040363	29.817575	307820	308041	222	41.2803395041867
926	chrII	308108	308380	+	308216	68.015247	16.565319	308171	308309	139	31.648210675586
927	chrII	308412	308514	+	308494	1.559088	0.584658	308412	308514	103	16.0853068578105
928	chrII	310204	310219	+	310219	1.753975	0.974431	310204	310219	16	5.40657531202813
930	chrII	311711	311955	+	311847	116.736775	17.149978	311763	311861	99	27.9463874822896
931	chrII	312005	312072	+	312006	6.431241	1.948861	312005	312064	60	14.1473257212159
932	chrII	312236	312243	+	312239	5.45681	4.092608	312239	312240	2	0.63430939751458
936	chrII	313921	313930	+	313926	3.507949	2.338633	313926	313927	2	0.811277997384659
939	chrII	315476	315549	+	315488	1289.171619	307.335396	315484	315539	56	18.1833712906275
942	chrII	315589	316405	+	315918	371.647782	65.091961	315638	316141	504	45.5871475074417
946	chrII	316714	316786	+	316764	8.574986	1.753975	316723	316782	60	19.8615304241098
947	chrII	316853	316934	+	316925	4587.619041	1638.212645	316902	316930	29	13.8181496025355
948	chrII	317026	317226	+	317224	373.012006	134.471416	317077	317226	150	25.1091259342238
949	chrII	317320	317847	+	317540	333.839881	53.788566	317335	317738	404	47.6495118021062
950	chrII	317882	317898	+	317898	2.143747	1.559089	317887	317898	12	2.58808441258138
951	chrII	318128	318253	+	318213	418.615362	153.180483	318186	318237	52	17.3052961735516
952	chrII	318334	318501	+	318422	15.980659	3.702836	318416	318455	40	13.3846241363874
953	chrII	318538	318633	+	318579	5.651697	2.923292	318547	318609	63	10.037828621864
954	chrII	318730	318760	+	318748	7.600557	4.092608	318748	318749	2	0.959686878418832
955	chrII	319175	319215	+	319190	2.533518	0.779544	319178	319214	37	11.9812029955674
957	chrII	319250	319665	+	319617	19.488603	3.313064	319365	319650	286	39.6950282968571
958	chrII	319704	319924	+	319764	18.124403	4.482381	319746	319833	88	24.6319681750625
959	chrII	320052	320065	+	320052	1.753975	1.169317	320052	320065	14	4.6617028302406
960	chrII	321166	321309	+	321205	13.252255	3.118178	321185	321276	92	19.4948830381547
961	chrII	321346	321425	+	321364	3.507948	0.584658	321347	321403	57	18.6816940602112
963	chrII	323130	323182	+	323165	3.702835	1.169317	323139	323179	41	12.7532787120666
964	chrII	324268	324638	+	324413	25.530076	4.092608	324330	324557	228	32.9821938310141
966	chrII	325655	325747	+	325702	31.181774	10.913622	325671	325730	60	19.6951687154703
967	chrII	325823	325858	+	325850	4.287493	2.338633	325843	325853	11	5.04186097429891
969	chrII	326043	326188	+	326055	24.750532	5.846583	326055	326163	109	26.328530122382
970	chrII	326234	326425	+	326316	50.280613	4.872153	326270	326386	117	30.4869615218441
971	chrII	326939	327193	+	326977	27.868708	3.313064	326950	327142	193	32.0104369621367
973	chrII	327893	327918	+	327893	1.169317	0.974431	327893	327918	26	3.05538965277689
974	chrII	329286	329339	+	329296	7.210785	3.897722	329292	329320	29	8.02548229946218
975	chrII	329576	329703	+	329618	9.354531	3.118178	329609	329670	62	16.3922328102303
976	chrII	329775	329952	+	329943	39.756763	8.380103	329852	329943	92	24.1991156947793
977	chrII	330226	330234	+	330226	2.728405	2.143747	330226	330228	3	0.981697315470389
980	chrII	331634	331868	+	331813	231.914471	44.044261	331768	331824	57	18.5863903611369
981	chrII	331915	332045	+	332003	36.443701	5.261925	331918	332033	116	26.4355413182655
982	chrII	332651	332821	+	332811	20799.8048	6704.082201	332794	332816	23	11.9575445408264
983	chrII	332912	332993	+	332943	22.022128	9.744306	332930	332967	38	12.5349509413425
984	chrII	333142	333194	+	333173	2.728405	1.169317	333142	333186	45	12.9252600191033
985	chrII	333358	333492	+	333456	410.430143	139.928227	333418	333464	47	14.2590662967685
986	chrII	333543	333565	+	333558	159.027067	87.69875	333543	333562	20	7.93057419346472
989	chrII	334175	334286	+	334257	12.667595	2.923292	334187	334257	71	16.7667067709901
990	chrII	336286	336329	+	336296	2.533519	0.974431	336286	336312	27	8.48347487934464
991	chrII	336510	336591	+	336516	8.3801	1.753975	336514	336577	64	18.3636463969598
992	chrII	337185	337292	+	337198	15.590886	5.846583	337188	337261	74	16.7699596754791
993	chrII	337357	337368	+	337368	1.364203	0.974431	337357	337368	12	4.11852812876095
995	chrII	338038	338122	+	338057	2.143746	0.389772	338057	338122	66	16.4524061700537
996	chrII	338160	338191	+	338160	1.948861	0.974431	338160	338179	20	7.16464286850042
997	chrII	338547	338565	+	338560	1.753975	1.364203	338547	338565	19	4.19026773006192
998	chrII	338694	338789	+	338732	3.118176	0.584658	338717	338789	73	18.6080915504399
999	chrII	339507	339647	+	339629	10.523846	2.143747	339530	339629	100	23.0081119842282
1000	chrII	339677	339839	+	339729	8.769872	1.169317	339687	339798	112	25.9370019325649
1001	chrII	339894	339985	+	339906	3.118176	0.584658	339898	339985	88	18.5573372397704
1002	chrII	340951	341008	+	340994	16.760205	8.380103	340977	340994	18	7.07651728402081
1003	chrII	341246	341280	+	341280	1.753974	0.779544	341246	341280	35	7.85033204357834
1004	chrII	341357	341548	+	341450	28.648255	8.574989	341439	341467	29	13.2546902366447
1006	chrII	341751	341802	+	341751	1.753974	0.584658	341751	341802	52	13.791540936316
1008	chrII	342493	342682	+	342570	85.554996	11.693167	342520	342652	133	30.4201299275412
1009	chrII	342712	342802	+	342787	709.775212	316.105271	342769	342791	23	10.7581656203568
1010	chrII	342891	343020	+	342935	69.964111	20.657928	342932	342998	67	18.7226692096586
1011	chrII	343051	343390	+	343107	36.443697	4.482381	343060	343332	273	39.0349166502618
1012	chrII	343604	343648	+	343605	8.380102	5.067039	343605	343633	29	6.54674368797373
1013	chrII	343684	343856	+	343785	13.447139	3.118178	343689	343812	124	25.6069967122995
1014	chrII	343891	344113	+	343892	10.134074	1.169317	343892	344110	219	33.584857195931
1016	chrII	344231	344322	+	344295	55.54254	16.175547	344267	344311	45	17.046696421283
1019	chrII	347748	347938	+	347809	1324.64089	731.017801	347809	347867	59	11.4241114877568
1020	chrII	347972	348486	+	348428	88.283393	10.52385	348035	348462	428	45.321691512112
1021	chrII	348526	348932	+	348549	178.320779	16.175547	348549	348803	255	43.0467631556131
1023	chrII	348963	349044	+	349044	93.350446	34.689728	348992	349044	53	15.5608763263954
1024	chrII	349560	349619	+	349604	6.041469	2.143747	349589	349609	21	8.90153087816294
1026	chrII	349754	350260	+	350176	45.993114	5.261925	350009	350206	198	34.8150742063588
1028	chrII	351109	351249	+	351228	1878.312328	701.784884	351211	351244	34	12.7858997061269
1029	chrII	351329	351641	+	351450	436.739759	71.13343	351374	351487	114	31.0163181021124
1030	chrII	352168	352184	+	352168	1.364202	0.584658	352168	352184	17	5.92198007484918
1032	chrII	355795	355881	+	355811	2.338632	0.389772	355804	355863	60	16.0781314656128
1033	chrII	356188	356306	+	356194	7.015897	1.559089	356194	356282	89	20.8398094458816
1035	chrII	356373	356412	+	356375	1.753975	0.974431	356373	356412	40	8.82238513334186
1037	chrII	356834	356928	+	356883	3.897721	1.169317	356854	356928	75	16.6237116344587
1038	chrII	360216	360266	+	360220	4.287493	0.974431	360216	360266	51	16.2406891299698
1039	chrII	360579	360670	+	360612	6.236353	2.338633	360609	360656	48	14.7006926219232
1041	chrII	362798	362910	+	362889	527.751584	131.743011	362849	362891	43	15.9139193073614
1042	chrII	363204	363466	+	363389	19.098834	6.236356	363249	363420	172	26.1172244435402
1043	chrII	363648	363702	+	363684	4.287493	1.169317	363662	363697	36	15.1633844578945
1044	chrII	363923	363972	+	363942	4.287493	1.169317	363942	363960	19	10.5711995736231
1045	chrII	365859	365976	+	365896	10.134076	3.702836	365890	365927	38	10.4823934931593
1046	chrII	366750	366821	+	366750	3.313062	0.779544	366750	366800	51	15.7729674834668
1047	chrII	369945	369960	+	369956	1.753975	1.169317	369945	369960	16	5.78646470548056
1049	chrII	370478	370549	+	370548	174.033294	56.516972	370525	370548	24	12.6371987805802
1050	chrII	371085	371091	+	371085	1.169317	0.974431	371085	371091	7	1.82484271576177
1051	chrII	371265	371567	+	371420	65.286841	9.159647	371325	371470	146	29.7548077190381
1052	chrII	371656	371665	+	371656	1.169316	0.779544	371656	371665	10	4.15782209552609
1054	chrII	371742	372326	+	371952	57.296503	6.821014	371855	372149	295	43.2176887227171
1055	chrII	372400	372410	+	372401	1.753974	0.779544	372400	372410	11	5.29463607265168
1056	chrII	372754	372824	+	372824	1.364202	0.584658	372754	372824	71	13.0871863139227
1057	chrII	373436	373561	+	373488	23.581215	5.261925	373441	373519	79	20.8046139022422
1058	chrII	373656	373671	+	373663	1.364202	0.779544	373656	373671	16	6.65799111680184
1059	chrII	373724	373814	+	373768	3.897721	0.974431	373728	373786	59	14.2298841035652
1061	chrII	373990	374076	+	374048	2.338632	0.584658	373990	374070	81	16.886398143229
1062	chrII	375891	375918	+	375916	4.287494	3.50795	375914	375916	3	0.471482171658524
1063	chrII	376344	376377	+	376361	2.728405	1.559089	376355	376375	21	6.96165652821232
1064	chrII	376432	376549	+	376526	11.498279	3.118178	376473	376529	57	19.2145719152446
1065	chrII	376664	376771	+	376691	1.94886	0.389772	376673	376771	99	16.5949922134144
1066	chrII	378390	378419	+	378419	1.559089	0.974431	378390	378419	30	6.37304272653172
1067	chrII	378768	378796	+	378773	2.728405	1.753975	378773	378796	24	6.19900582969256
1068	chrII	379086	379189	+	379100	5.651696	1.364203	379086	379163	78	16.8365203739076
1070	chrII	379227	379307	+	379296	4.287493	1.169317	379233	379296	64	15.3463650086164
1073	chrII	380111	380459	+	380435	616.814533	244.192296	380328	380450	123	22.0450934853292
1074	chrII	380540	380562	+	380561	27.089167	15.006231	380555	380561	7	4.40116203180421
1075	chrII	380649	380794	+	380651	15.590886	3.118178	380651	380757	107	24.1007848361475
1076	chrII	380996	381115	+	381036	10.718735	2.923292	381020	381114	95	22.6637839636333
1077	chrII	381342	381381	+	381356	2.923291	1.559089	381342	381376	35	9.27043302734498
1078	chrII	381441	381564	+	381532	25.335191	7.0159	381476	381546	71	19.7778005368822
1079	chrII	381689	381748	+	381689	29.427802	10.52385	381689	381729	41	13.6326849225139
1080	chrII	381784	381968	+	381956	2286.598731	1536.092323	381899	381959	61	7.94586301960484
1081	chrII	382063	382383	+	382106	606.095789	234.058219	382106	382167	62	17.1175959713283
1083	chrII	383082	383159	+	383140	368.724522	134.471416	383121	383156	36	12.9988852889246
1084	chrII	383247	383369	+	383369	19.683494	9.159647	383260	383369	110	17.1950457383746
1085	chrII	383483	383559	+	383558	28.0636	12.862483	383491	383558	68	15.1728694634425
1086	chrII	383752	383763	+	383760	2.728405	1.169317	383753	383761	9	6.21035066362062
1087	chrII	384010	384100	+	384021	2.338632	0.779544	384020	384077	58	13.6018106519029
1088	chrII	384318	384370	+	384357	1.169316	0.389772	384318	384370	53	12.8971527639718
1089	chrII	384515	384688	+	384552	6.236352	0.584658	384551	384685	135	27.8880306471511
1090	chrII	384770	384795	+	384776	3.118177	1.364203	384771	384791	21	8.04781738086347
1091	chrII	385340	385372	+	385342	5.651696	1.169317	385342	385372	31	14.5621086043848
1093	chrII	385680	385699	+	385681	3.313063	1.169317	385680	385693	14	9.63503972735925
1094	chrII	386228	386286	+	386281	822.614272	460.515879	386263	386283	21	8.18215899540953
1095	chrII	386465	386473	+	386472	81.462394	54.957883	386470	386472	3	1.49300749904948
1097	chrII	386712	386925	+	386800	49.695951	8.185217	386733	386887	155	28.4069985502123
1098	chrII	386964	386980	+	386979	13.642027	10.913622	386970	386979	10	1.55548419007816
1099	chrII	387079	387105	+	387101	2.143746	0.779544	387079	387102	24	10.6459532444295
1100	chrII	387269	387351	+	387269	2.728404	0.584658	387269	387351	83	19.0309470787846
1101	chrII	387435	387518	+	387461	2.143746	0.389772	387450	387513	64	16.3528833419872
1102	chrII	387549	387660	+	387586	6.626128	1.559089	387584	387635	52	14.6332069685994
1103	chrII	387741	387759	+	387758	4.872152	3.118178	387757	387759	3	1.88038784311322
1105	chrII	388082	388191	+	388100	5.846581	2.143747	388098	388163	66	14.9171762894199
1106	chrII	388221	388356	+	388313	13.642025	3.118178	388263	388328	66	22.3044233073312
1107	chrII	388476	388559	+	388524	26.699394	5.651697	388489	388526	38	17.911812040068
1109	chrII	388611	388788	+	388770	11.303392	3.702836	388621	388785	165	24.1286923586938
1111	chrII	390084	390177	+	390161	3.897721	1.559089	390110	390161	52	12.3169653459226
1112	chrII	390673	390685	+	390677	1.559089	1.169317	390673	390685	13	3.92719418991442
1113	chrII	390771	390825	+	390801	2.92329	0.584658	390779	390814	36	16.4446679859658
1114	chrII	390869	391018	+	390988	7.600555	1.169317	390915	391009	95	23.7112018040667
1115	chrII	391307	391324	+	391320	1.364202	0.584658	391307	391324	18	6.04145254189099
1117	chrII	391966	392052	+	392003	14.42157	5.261925	391974	392018	45	13.7186412148309
1118	chrII	392096	392160	+	392138	4.677265	1.948861	392127	392152	26	10.8030633841608
1119	chrII	392808	392962	+	392962	7864.823871	3043.731274	392947	392962	16	7.81411437404712
1120	chrII	393063	393181	+	393138	329.942174	85.944775	393072	393181	110	25.1383986594822
1121	chrII	393472	393678	+	393642	841.32333	94.324877	393546	393651	106	31.53418121427
1122	chrII	393726	394533	+	393830	648.386053	27.673828	393808	394410	603	60.5465301428027
1124	chrII	394563	394789	+	394708	46.382885	6.041469	394620	394763	144	35.9507981393999
1125	chrII	394822	394832	+	394827	3.702835	2.533519	394822	394828	7	3.57983443137581
1127	chrII	406078	406280	+	406116	53.398788	12.862483	406116	406218	103	23.4936028643036
1128	chrII	406559	406616	+	406559	2.143746	0.584658	406559	406616	58	11.6036406890857
1130	chrII	406647	406782	+	406685	5.456809	0.974431	406658	406753	96	24.6043185154856
1131	chrII	407209	407247	+	407212	1.364202	0.389772	407209	407247	39	11.8177700948273
1132	chrII	407339	407373	+	407363	6.041469	2.728406	407349	407363	15	7.08453698944645
1133	chrII	407495	407661	+	407617	94.714647	11.693167	407550	407648	99	26.3953670561226
1135	chrII	408067	408212	+	408071	6.236353	0.974431	408071	408186	116	23.688619981236
1137	chrII	408270	408431	+	408394	11.498278	4.677267	408321	408394	74	14.8988969879992
1139	chrII	408903	408990	+	408953	8.185215	1.559089	408923	408981	59	18.6363169065751
1140	chrII	409025	409622	+	409122	914.795377	336.568313	409103	409312	210	27.3823083740933
1142	chrII	409742	409858	+	409796	50.475499	9.744306	409780	409831	52	19.2088030038716
1144	chrII	409901	410216	+	410163	139.148675	40.146539	409917	410184	268	27.848283784934
1145	chrII	410265	410505	+	410345	23.776099	4.677267	410324	410448	125	27.8399272682439
1146	chrII	410931	411040	+	411040	1094.090621	584.658332	410975	411040	66	12.4185128487986
1147	chrII	411258	411308	+	411279	16.760204	10.134078	411278	411281	4	2.55340642360882
1148	chrII	411434	411568	+	411558	17.734632	5.067039	411466	411559	94	19.9472557206979
1149	chrII	411607	411986	+	411887	32.156197	4.092608	411664	411961	298	43.8066255468992
1150	chrII	412093	412324	+	412146	19.488607	4.677267	412146	412312	167	26.6338134894386
1151	chrII	412356	412488	+	412470	38.782332	6.041469	412395	412470	76	22.9966207922422
1152	chrII	412556	412665	+	412628	6.041468	2.338633	412594	412640	47	12.2928159233059
1153	chrII	412780	412801	+	412801	7.015899	2.338633	412788	412801	14	8.45769137365632
1154	chrII	412960	412989	+	412960	1.169316	0.389772	412960	412989	30	9.41286778771697
1155	chrII	413025	413581	+	413377	54.568095	8.769875	413113	413543	431	47.7900759418129
1156	chrII	413683	413685	+	413684	3.118177	1.948861	413683	413685	3	2.05854096161634
1157	chrII	415800	415946	+	415908	152.595821	32.935753	415874	415921	48	20.7566844204879
1158	chrII	416194	416239	+	416194	4.482379	2.533519	416194	416229	36	9.20198802784306
1163	chrII	417458	417514	+	417499	5.45681	1.753975	417473	417505	33	12.0109633332108
1165	chrII	418316	418398	+	418375	72.497631	33.520411	418343	418395	53	13.2684960162997
1166	chrII	419309	419632	+	419355	12.277818	0.779544	419343	419580	238	37.6209784808408
1168	chrII	419767	419835	+	419811	6.041468	1.948861	419767	419826	60	17.2526295376202
1170	chrII	420102	420289	+	420184	37.613015	5.456811	420121	420229	109	27.4495437570468
1172	chrII	420494	420567	+	420511	2.728405	1.559089	420507	420543	37	8.25678600621372
1173	chrII	423343	423384	+	423359	2.533518	0.584658	423343	423384	42	14.3501767076399
1174	chrII	423623	423659	+	423626	1.753975	0.974431	423623	423659	37	8.63593102092359
1175	chrII	423710	423773	+	423754	238.345711	140.707772	423735	423759	25	8.07018623694154
1176	chrII	423917	423939	+	423917	1.559089	0.974431	423917	423939	23	5.875177581474
1177	chrII	424067	424284	+	424191	14.031795	3.702836	424112	424240	129	23.0673921428503
1178	chrII	424338	424490	+	424353	5.261923	0.974431	424351	424456	106	23.3070932843578
1179	chrII	425028	425065	+	425038	2.728404	0.779544	425030	425065	36	11.972638120843
